ID,Label,Type,gender,occupation,locale,hActive
b8588401-03d7-4fef-a8ff-f366526d69b9,Battista Spinola,nobiles,male,,,1451–1476
b09a9e0e-172d-4a20-af4e-6e65b5a688b9,Galeotto Salvago,nobiles,male,,,1470–1495
d91c40ee-6ea7-403f-99e2-a607adf1277c,Manfredo di Negro,nobiles,male,,,1461–1486
6bbd3533-6e65-4639-9f17-026ec59c1ef0,Simone Lecavello,nobiles,male,,,1432–1457
1dd1b471-a727-4193-8707-781db70bc891,Battista Cibo,nobiles,male,,,1444–1469
5e321f68-3742-46b9-8544-fcb7b8711d73,Brancaleone Doria,nobiles,male,,,1451–1476
810303a7-b2d9-45d4-88e1-aa02cc95e2ad,Domenico Lercari,nobiles,male,,,1390–1415
2b4bd1ee-b428-43cc-baa3-448b9adbd252,Emanuele Usodimare,nobiles,male,,,1424–1449
c714c9a1-df96-4e74-999c-391eb2340754,Giacomo Spinola,nobiles,male,,,1460–1485
49d7c903-44c6-497d-bc7a-e736e3541a0b,Giorgio de Marini,nobiles,male,,,1447–1472
52a42b0f-085a-4d54-a740-0de3ef2c94f5,Illario Grillo,nobiles,male,,,1427–1452
141493f3-0597-4e0a-8f22-887664bb6ec6,Maria Spinola,nobiles,female,,,1422–1447
e292fb45-e227-4912-8be0-44e470345a06,Niccolò Gentile,nobiles,male,,,1466–1491
6a742f59-518b-4d12-b457-587361f1a33c,Perrino Gentile,nobiles,male,,,1376–1401
bc7ea6a7-6f1e-43b5-83df-da9391668dbe,Taddeo de Marini,nobiles,male,,,1438–1463
461360ec-6acf-489a-8742-1eb00b7c7082,Teramo Centurione,nobiles,male,,,1461–1486
4007078c-c7a3-4969-bb88-d7f01e9c50f7,Brunoro Spinola,nobiles,male,,,1452–1477
fd1c5c76-b031-4221-857a-2b55ea5a20e5,Niccolò Spinola,nobiles,male,,,1474–1499
f62f6776-803b-42ad-bf0c-73725bf9ddd9,Accellino Spinola,nobiles,male,,,1433–1458
966a44a3-2e79-4b85-9bff-02593c01aaa2,Accellino Vivaldi,nobiles,male,,,1445–1470
5b3e3fd8-677c-4c21-8654-6f181c90c81e,Andrea Vivaldi,nobiles,male,,,1410–1435
5d812e14-d817-4f57-bad9-81e3b2b4bd45,Anfreone Usodimare,nobiles,male,,,1465–1490
36cb009e-13b4-4e54-92ba-f8553d27517d,Bartolomeo Centurione,nobiles,male,,,1458–1483
1dd1b471-a727-4193-8707-781db70bc891,Battista Cibo,nobiles,male,,,1447–1472
89e39e7d-c1e0-467c-80a4-9110d5fe5f77,Benedetto di Negro,nobiles,male,,,1430–1455
0868a535-57c0-4b94-839f-f8618ba3062d,Cipriano Lomellini,nobiles,male,,,1466–1491
0868a535-57c0-4b94-839f-f8618ba3062d,Cipriano Lomellini,nobiles,male,,,1470–1495
a0e08d2b-fded-45d4-a5e5-e879ba508119,Cosmo Centurione,nobiles,male,,,1451–1476
5d736955-178b-4d8a-98f6-f87ba0e13e4c,Cosmo Spinola,nobiles,male,,,1445–1470
747c3d58-0552-4ec7-8d25-6e83a3c07393,Cristoforo Spinola,nobiles,male,,,1461–1486
776609a2-7d03-42f4-8944-0466add79aa1,Edoardo Grillo,nobiles,male,,,1452–1477
88cc53c6-a412-4883-bd84-4c36fc276868,Francesco Spinola,nobiles,male,,,1412–1437
174e4744-5715-4379-abcb-ecbffe9e22e5,Galeotto di Negro,nobiles,male,,,1453–1478
cc2f13b8-cf3b-463b-94d8-319b7f2ceae5,Gaspare de Marini,nobiles,male,,,1461–1486
161476c3-65aa-41fc-a7bc-0e5b29f94759,Giovanni Usodimare,nobiles,male,,,1443–1468
799e728f-8cc4-42a9-be37-cfd18822e2be,Gregorio Castagnola,nobiles,male,,,1467–1492
b974c49a-fadd-4158-a68c-13742cf0981b,Ilario Squarciafìco,nobiles,male,,,1454–1479
0edf1c74-07f1-4582-84e3-e44cff1286d8,Leonardo Cibo,nobiles,male,,,1463–1488
81d0aadd-1230-43a4-8310-d1259af436ea,Luchina Spinola,nobiles,female,,,1474–1499
3ca3146d-d66d-48f2-950c-6ff2c0e8929e,Maria de Mari,nobiles,female,,,1432–1457
a6b48a89-d1f5-4405-8436-900442bed7bc,Maria de Passano,nobiles,female,,Passano,1451–1476
5f4606e3-08d1-4d36-b986-80354f641e1f,Marietta Scotto,nobiles,female,,,1412–1437
5358dc47-4baf-4dad-b4e6-e956ba212cc0,Mariola Grimaldi,nobiles,female,,,1460–1485
3724d3d8-fc84-4391-9ceb-200ba4392d72,Martino Assereto,nobiles,male,,,1472–1497
a5cb9d8d-3d0c-4465-98bb-d85eb99d4bc9,Martino Calvi,nobiles,male,,,1474–1499
a5cb9d8d-3d0c-4465-98bb-d85eb99d4bc9,Martino Calvi,nobiles,male,,,1474–1499
916cfadf-d86b-4016-a31c-6a6c5599a717,Megallo Lercari,nobiles,male,,,1400–1425
a501a55a-e7f5-468e-ac1e-fd3d98ae37aa,Ottaviano Imperiale,nobiles,male,,,1456–1481
a501a55a-e7f5-468e-ac1e-fd3d98ae37aa,Ottaviano Imperiale,nobiles,male,,,1454–1479
a501a55a-e7f5-468e-ac1e-fd3d98ae37aa,Ottaviano Imperiale,nobiles,male,,,1456–1481
45506402-455e-437a-a20c-ad8e5602ac76,Ottobono Imperiale,nobiles,male,,,1404–1429
232b7f6f-0a09-475f-8444-4261c2c8581e,Raffaele Doria,nobiles,male,,,1460–1485
fde11a68-0315-4b88-b4e5-cc7941db332b,Raffaele Salvago,nobiles,male,,,1472–1497
d86e560c-77a8-4a7b-b351-f150fff1a1b8,Simone Lercari,nobiles,male,,,1460–1485
a238519b-9621-46d8-8a20-4def3839a5d9,Violante Grimaldi,nobiles,female,,,1451–1476
d005dd16-ecb2-4bb8-912e-b75e42693bab,Giacomo Spinola,nobiles,male,,,1396–1421
350d53ab-2030-4dc4-ac2e-31e1752cb3f9,Oberto Ittaliano,nobiles,male,,,1450–1475
cfccd4e6-04fd-4f2e-a023-bb33ece5e91d,Paolo Doria,nobiles,male,,,1442–1467
6e3269c4-cd4d-4993-8d2d-54b5076fa5a3,Antonio de Carretto,nobiles,male,,,1428–1453
3df8ccaf-b7e3-4def-ad89-3ae5958672a6,Dario Calvi,nobiles,male,,,1394–1423
984c0528-6e5c-4598-b299-30f82fa19953,Pellegro Salvago,nobiles,male,,,1469–1494
98a2e967-4ade-4833-a222-440dd8f88248,Salvago Grimaldi,nobiles,male,,,1420–1445
8963bdc4-f19a-482e-a019-9b6f2274c283,Selvagia Doria,nobiles,female,,,1443–1468
52ecb231-73f2-472e-a4c8-eac41fea3ad7,Girolamo Calvi,nobiles,male,,,1448–1473
a092ec26-f108-4b3c-90ba-5dc9c81d0b71,Soldano Cattaneo,nobiles,male,,,1434–1459
2441dfe4-e953-47f7-8e83-4ae508eefb62,Leonardo Garibaldi,nobiles,male,,,1444–1469
a08caf7b-b313-474f-9c6d-e9705d955d8e,Cristoforo Panigarola,nobiles,male,,,1419–1444
148cb6e7-b93c-47b6-82ab-665f5c1ad61d,Francesco Salvago,nobiles,male,,,1402–1427
dd3950b6-3cf3-4eb6-b5a6-7b8c9b218eb0,Giovanni Doria,nobiles,male,,,1467–1492
81d0aadd-1230-43a4-8310-d1259af436ea,Luchina Spinola,nobiles,female,,,1472–1497
e5d9e907-2265-456a-8a16-688ccb1cf254,Tobia Pinelli,nobiles,male,,,1434–1459
d53f59ec-fd68-4b33-b718-78f7cc154d54,Luciano Grimaldi,nobiles,male,,,1401–1426
75fed7fa-882b-40f0-99d7-7fcd033610c2,Raffaele Embriaco,nobiles,male,,,1392–1417
66a835c6-4349-4ebd-816e-2deca320f13f,Bartolomeo Doria,nobiles,male,,,1469–1494
b52a12f8-55a4-4bed-9b4d-4de92d6fef31,Matteo Lomellini,nobiles,male,,,1469–1494
0024454f-b501-4e50-92c0-12fe3140210a,Bianca Cibo,nobiles,female,,,1464–1489
9265f961-3634-4250-94c5-4f245c901ec6,Girolamo Doria,nobiles,male,,,1434–1459
5d736955-178b-4d8a-98f6-f87ba0e13e4c,Cosmo Spinola,nobiles,male,,,1445–1470
7157deb4-a5e2-49e6-a99a-cf50f0394a89,Giuliano Grimaldi,nobiles,male,,,1458–1483
0b3f4f07-d60a-469b-be74-77e3d268d18a,Despina Centurione,nobiles,female,,,1448–1473
410b7e48-3a50-411e-ac21-237729cd438f,Giovanni Francesco Spinola,nobiles,male,,,1431–1456
799e728f-8cc4-42a9-be37-cfd18822e2be,Gregorio Castagnola,nobiles,male,,,1467–1492
1f886a05-405c-49e5-b660-dfa54b28f82f,Stefano Cicala,nobiles,male,,,1468–1493
31ad82bc-488b-49f2-b3ca-3e8a7d3a7adb,Bartolomeo Doria,nobiles,male,,,1424–1449
76a75a58-e173-41eb-ae2d-192daa7ed45d,Sebastiano di Negro,nobiles,male,,,1390–1415
27091866-6d3e-4ba1-9f69-f3d4a1c9a3a5,Cristoforo Centurione,nobiles,male,,,1460–1485
dcf06b59-d19c-4fef-9e20-bb13900853d2,Tommaso Spinola,nobiles,male,,,1445–1470
151f70d2-b45e-415d-8622-061dfb0fd75d,Antonio Ittaliano,nobiles,male,,,1392–1417
c286f210-da7a-4535-933e-a878e4c01624,Antonio Calvi,nobiles,male,,,1398–1423
4f4bcc82-7e4d-4633-9ff1-2ee0e14174b7,Niccolò Usodimare,nobiles,male,,,1474–1499
eb7ab4e6-366c-45e3-92de-d45f2ea9900a,Cesarina Doria,nobiles,female,,,1379–1404
5bdead7e-d782-433f-a335-35d4c165aac4,Cristoforo Doria,nobiles,male,,,1427–1452
dd3950b6-3cf3-4eb6-b5a6-7b8c9b218eb0,Giovanni Doria,nobiles,male,,,1471–1496
f10edddd-52cd-4582-93df-cae58ad2cb4d,Girolamo Lomellini,nobiles,male,,,1457–1482
b2e75662-01be-4c64-9b89-076c64cabef6,Sabrina Spinola,nobiles,female,,,1459–1484
f6b37c45-f7bb-4434-b895-40614623856d,Giovanni Battista Grimaldi,nobiles,male,,,1444–1469
0bb8a59b-f034-4877-a815-fd3cb58df7a7,Battista Centurione,nobiles,male,,,1431–1456
964c1c35-12ea-45c8-abe4-9fcea0d9b98e,Giovanni Antonio Spinola,nobiles,male,,,1438–1463
d7f038f2-5c30-4297-bd2c-8aa2461aff19,Guglielmo Assereto,nobiles,male,,,1397–1422
2b07582d-cc01-440d-8ae0-b8297d09cf53,Giorgio Grimaldi,nobiles,male,,,1463–1488
3884ebdf-4446-40af-8371-572cd319f1aa,Lorenzo di Negro,nobiles,male,,,1459–1484
66b119ef-ad62-45c9-bb6e-d0d455d5f283,Costantino de Marini,nobiles,male,,,1437–1462
b974c49a-fadd-4158-a68c-13742cf0981b,Ilario Squarciafìco,nobiles,male,,,1423–1448
9c95d4df-c06c-496a-9008-63745cd5184a,Filippo Spinola,nobiles,male,,,1456–1481
461360ec-6acf-489a-8742-1eb00b7c7082,Teramo Centurione,nobiles,male,,,1460–1485
b8588401-03d7-4fef-a8ff-f366526d69b9,Battista Spinola,nobiles,male,,,1472–1497
84af6b0c-5a45-4716-a214-da3ef21f1150,Valerano Cattaneo,nobiles,male,,,1433–1458
454729f6-4731-42c0-8d08-cc5c5db1c03d,Maria Doria,nobiles,female,,,–1470
cb66175e-1b9d-461f-8746-58319948f296,Cosmo Salvago,nobiles,male,,,1410–1435
1f886a05-405c-49e5-b660-dfa54b28f82f,Stefano Cicala,nobiles,male,,,1465–1490
6521e9a5-39c7-40f9-a8a2-5e26b5382f06,Isabella Spinola,nobiles,female,,,1458–1483
47c8126c-0bac-4845-b5eb-ec5821033fa0,Leonardo di Negro,nobiles,male,,,1447–1472
c37406f0-3d69-4267-8d8d-2d5569c62c38,Antonio Doria,nobiles,male,,,1430–1455
20aeec9a-c20a-48ad-8f2e-dea3f05b8315,Ginevrina Spinola,nobiles,female,,,1466–1491
20aeec9a-c20a-48ad-8f2e-dea3f05b8315,Ginevrina Spinola,nobiles,female,,,1470–1495
54e42dfd-e6d4-49f4-a028-f3a0d48e0f1d,Francesco Centurione,nobiles,male,,,1451–1476
425a8de0-f47e-4aa6-988e-7e72ff329346,Aleramo Gentile,nobiles,male,,,1445–1470
776609a2-7d03-42f4-8944-0466add79aa1,Odoardo Grillo,nobiles,male,,,1461–1486
ff2abd20-e078-4c31-a1f8-0397425214cc,Giovanni Centurione,nobiles,male,,,1452–1477
c184a2e8-0a99-4a4f-8563-ae21b80760d7,Luchina Castagna,nobiles,female,monaca,,1412–1437
c907d85e-3c09-48eb-99f1-a6ddb403b9d9,Paolo Lercari,nobiles,male,,,1453–1478
7da17286-19da-43fe-ad80-89b7ea8419e9,Paolo Gentile,nobiles,male,doctor arte et medicine,,1461–1486
230b5898-a6a3-4ce5-ac3c-720af06ea1ed,Meliaduce Cicala,nobiles,male,,,1443–1468
1c748490-4940-4c74-ab59-1a3117e5370f,Daniele Spinola,nobiles,male,,,1467–1492
b5955120-afa0-4a35-bb0d-5b4209cee7c6,Tommaso Gentile,nobiles,male,,,1454–1479
0406ef33-7557-4d70-b016-f3a7ceb7b2c0,Niccolò Panigarola,nobiles,male,,,1463–1488
b6ea7df9-6570-4d6b-9a3a-8668beb4f270,Teodorina Spinola,nobiles,female,,,1474–1499
d6d5d3d0-1846-4251-9a26-9acb6a497135,Federico Centurione,nobiles,male,,,1432–1457
c16e128d-5f01-4803-235869b2f-b9ed306aec85,Stefano Gentile,nobiles,male,,,1451–1476
b2d25157-0077-41a7-b560-5edb4c14cbd1,Giovanni Spinola,nobiles,male,,,1412–1437
eced5e63-400d-4c14-b71f-e4bd8f360120,Francesco Doria,nobiles,male,,,1460–1485
512954c4-80df-4099-9da1-2c20f18a4c9c,Stefano Spinola,nobiles,male,,,1472–1497
d0891c7c-a075-43ee-9ecc-38bc575d0b6e,Niccolò Calvi,nobiles,male,,,1474–1499
0275f7ed-1bd6-43db-9b87-7b45a03dad29,Simonetto Calvi,nobiles,male,,,1474–1499
4fc5299c-1d27-46a8-990e-3161584fe75d,Matteo Scipione,nobiles,male,,,1400–1425
185a49e4-5a0c-48b9-a32b-d68e9d6a2a18,Battista Piccamiglio,nobiles,male,,,1456–1481
185a49e4-5a0c-48b9-a32b-d68e9d6a2a18,Battista Piccamiglio,nobiles,male,,,1454–1479
1b9cead7-8543-4316-804f-449902d8355d,Giovanni Piccamiglio,nobiles,male,,,1456–1481
bb24471a-d025-43ac-bab5-3c1adab50c49,Niccolò Ittaliano,nobiles,male,,,1404–1429
c40c1faf-28ac-461d-9c7e-63b670896e46,Niccolò Piccamiglio,nobiles,male,,,1460–1485
512954c4-80df-4099-9da1-2c20f18a4c9c,Stefano Spinola,nobiles,male,,,1472–1497
b09a9e0e-172d-4a20-af4e-6e65b5a688b9,Galeotto Salvago,nobiles,male,,,1460–1485
538753ba-ad6d-451b-a054-b9cf5eae49c7,Carlo Centurione,nobiles,male,,,1451–1476
c92e76d1-ee0d-4a89-bc6d-8e76e9c32853,Antonio Cattaneo,nobiles,male,,,1396–1421
42e7fa36-df9d-4624-b0a6-14e46edc59ab,Niccolò Spinola,nobiles,male,,,1450–1475
a41df612-32f0-489e-84a9-c83c7a9e18a0,Lorenzo Cattaneo,nobiles,male,,,1442–1467
17a287d5-57f2-4464-be58-bdea9f68e6de,Andreola Spinola,nobiles,female,,,1444–1469
889bc9bf-233e-42bc-8468-8d06f6386be8,Francesco Lomellini,nobiles,male,,,1428–1453
9f6d1400-876e-4719-95a7-af2c940296d0,Francesco Lomellini,nobiles,male,,,1462–1487
da10efc3-79ca-4fd5-bb97-7be132732443,Paolo Lomellini,nobiles,male,,,1459–1484
96bdb25e-f3ad-4637-b634-de7565a6f959,Girolamo Vento,nobiles,male,,,1443–1468
3864a0ff-4d47-41e1-9bf1-d6d968ff04ea,Tommaso Doria,nobiles,male,,,1454–1479
81030c89-2a15-4a9f-b36b-2c00764c6c66,Francesco Cibo,nobiles,male,,,1408–1433
0fc9c6a4-9ead-4e55-b52a-93895d65d864,Battista Palamide,,male,,,1467–1492
2304a8b3-f000-4c03-abf6-ccd27b5cdd49,Bernardo Aucreto,,male,,,1467–1492
840bcd80-9565-45f0-b679-4d728c0aae5e,Agostino Lazania,,male,,Arquario,1444–1469
b4ca8574-5eb3-49f0-ba03-687439047c63,an unnamed lessor,,,,,1428–1453
0e0e159a-a5d5-4136-8dc8-62be6ab8cd97,Antonio de Natino,,male,,,1462–1487
ba78ee7f-33dc-4d8b-a38b-b3563c7dac11,Battistina Crescia,,female,,,1459–1484
46c6c901-0b9d-489e-8054-3a69e5c107db,Giovanni de Natino,,male,,,1443–1468
571c219f-3426-4d86-907e-6eab4966bc3e,Niccolò Marcone,,male,,,1454–1479
f157a452-532b-4569-824e-245aaf35928e,Pietro,,male,,,1408–1433
21035cde-987f-4b37-80d7-6f7bf679109e,an unnamed lessor,,,,,1444–1469
286ee3cc-ebc8-46f0-bb9f-afe1dc905d07,Giorgio,,male,,,1429–1454
e9cf3c30-afc2-40ed-b79e-b138ec6f16c2,Oberto,,male,,,1407–1432
4a40e867-4e65-447b-8475-a74a0d6ecfe8,Battista Carena,,male,,,1435–1460
de0bef20-4eaf-441e-9920-ec8a3ba425aa,Bartolomeo Orabonis,,male,,,1448–1473
64fe6078-5187-4350-9d52-359f72052fb3,Pietro Orabonis,,male,,,1448–1473
baac5cf0-0604-4e34-a275-17a581e941ad,Filippo Ihauroye,,male,,,1433–1458
e7afa7da-8ab6-4b1b-8c90-6f41d331de3b,Giovanni Boecio,,male,,,1408–1433
0fb97b1c-b8c4-4a80-b6ad-8ec3ee7c73f8,Giuliano,,male,,,1448–1473
9c9571c6-e719-419d-afb8-0f237624c6ea,Bartolomeo de Liguoris,,male,,,1428–1453
02a31175-55e8-4996-9e2e-162f04f4a678,Domenico de Serranano,,male,,,1469–1494
a4c27bf8-2cc3-40a5-8821-1bfd6c4f9183,Leonardo Cassandra,,male,,,1420–1445
787bd756-b892-4f22-afe7-744a1f58e2c7,Rainaldo Lorentelli,,male,,,1443–1468
4eef4884-5bfc-49fa-b294-a2128704f69b,an unnamed leasee,,,,,1444–1469
0347f6cc-de39-40a1-9cdd-88e934edb40b,Raffaele,,male,,,1429–1454
7c99f697-9ecb-4bfb-95de-533b5266198c,Isabella,,female,,,1407–1432
