OmekaID,cidoc-crm:P149_is_identified_by,GED_ID,cidoc-crm:P48_has_preferred_identifier,cidoc-crm:P131_is_identified_by,nameFamily,foaf:membershipClass,namesGiven,cidoc-crm:P27i_was_origin_of,foaf:gender,,cidoc-crm:P4_has_time-span,dob,dob_ante,dob_post,dod,dod_ante,dod_post,VIAF,religion,status,ethnicity
22995,99325117-67ee-45e1-8dca-8e8bcc8ea219,P1028,Adelasia — ,,—,,Adelasia,,female,,–1253,,,,,,1253,,Christian,,
22996,63d5fab1-c8b3-46ba-9c1e-5c3b94731e97,P476,Angela — ,,—,,Angela,,female,,–,,,,,,,,Christian,,
22997,f2a83931-a87b-4195-bb96-68662b02f072,,Anna —,,—,,Anna,Russian,female,,1424–,,1424,,,,,,,enslaved,Russian
22998,0b508650-d009-4392-9fd9-16ff3c3caa74,,Antonio de Florentia,,—,,Antonio,Florence,male,,–1446,,,,,,1446,,Christian,,
22999,5e5a977e-9aef-4cd2-b697-556cbb136aa8,P1123,Argenta — ,,—,,Argenta,,female,,–1348,,,,,,1348,,Christian,,
23000,145c7226-6bf0-42f1-9d07-2dc4e07abc96,P1631,Argenta — ,,—,,Argenta,,female,,–,,,,,,,,Christian,,
23001,f10b1446-eda1-4eb8-8443-7c1cef76d2b8,P995,Attilia — ,,—,,Attilia,,female,,–1222,,,,,,1222,,Christian,,
23002,27958a94-436f-4d83-bd94-793985fb620a,,Bigotta —,,—,,Bigotta,,female,,–1523,,,,,1523,,,Christian,,
23003,4e9aa1a4-906c-401d-8db3-92464c16e8f9,P906,Campiona — ,,—,,Campiona,,female,,–,,,,,,,,Christian,,
23004,db535961-f6a8-444e-91c0-51ea9b8d8e91,P1621,Caterina — ,,—,,Caterina,,female,,1324–1347,,1324,,,,1347,,Christian,,
23005,2a5b71a8-1da8-4b47-a72a-ea230184f134,P2182,Caterina — ,,—,,Caterina,,female,,–,,,,,,,,Christian,,
23006,5163e067-524c-45ad-a311-0f948f694f44,P22,Caterina — ,,—,,Caterina,,female,,–,,,,,,,,Christian,,
23007,41e473e8-4ed2-4d4a-87f4-fa3f13cb7836,P1854,Chiara — ,,—,,Chiara,,female,,–1547,,,,,,1547,,Christian,,
23008,0e2a5eee-e886-403c-b18d-a4724e40785b,P1064,Cicalina — ,,—,,Cicalina,,female,,–1287,,,,,,1287,,Christian,,
23009,4102608c-786e-474e-aae9-88b8c8385f2c,,Cita —,,—,,Cita,Russian,female,,1422–1446,,1422,,,,1446,,,enslaved,Russian
23010,abb9f25d-8b50-4baf-a8d0-478a97c91bc0,P2326,Clarisia — ,,—,,Clarisia,,female,,–1346,,,,,,1346,,Christian,,
23011,646318c1-baa9-47f9-99e9-6f53630bbe45,,Davide —,,—,,Davide,,male,,–1518,,,,,1518,,,Jewish,,
23012,d01244fb-92c1-485d-9655-558327dfa9a9,P1023,Doricella — ,,—,,Doricella,,female,,–1253,,,,,,1253,,Christian,,
23013,ee2a9746-357b-4f3e-a3f0-d950e7048330,P737,Dorotea — ,,—,,Dorotea,,female,,–,,,,,,,,Christian,,
23014,b8b98473-484e-4dc0-9e71-333bff03c301,P1199,Eliana — ,,—,,Eliana,,female,,–1369,,,,,,1369,,Christian,,
23015,d8aef0d5-01ff-4ad1-b13c-bdc800459b0d,P1096,Franca — ,,—,,Franca,,female,,–1356,,,,,,1356,,Christian,,
23016,2e85f439-99d1-4d3a-b90b-e518519ee836,P1133,Francisca — ,Francisca — q. Napoleone,—,,Francisca,,female,,–,,,,,,,,Christian,,
23017,30d92a95-c6d1-4c56-876c-7c0cc1dd6b44,P377,Gioffredina — ,,—,,Gioffredina,,female,,–,,,,,,,,Christian,,
23018,3e99b304-3f0c-42bf-a7fc-09ca188b36a4,P396,Giulia — ,,—,,Giulia,,female,,–1253,,,,,,1253,,Christian,,
23019,679a1e85-3735-4c5f-99f2-5ac9ce5f92a2,P1108,Guidone de Sancto Ambrogio,,—,,Guidone,,male,,–,,,,,,,,Christian,,
23020,a6b945e0-08f1-4367-a1f9-d75e7ec68e21,,Isaaco —,Isaaco — q. Davide,—,,Isaaco,Verona,male,,1498–1518,,1498,,,,1518,,Jewish,,
23021,14c007a3-fd30-40cc-b1dd-174dd9d7aef8,P364,Isabella — ,,—,,Isabella,,female,,–1343,,,,,,1343,,Christian,,
23022,a3602b87-b753-4c97-be3c-4a0fe22422e4,P504,Isabella — ,,—,,Isabella,,female,,–,,,,,,,,Christian,,
23023,feb86792-edd8-4feb-8d5f-d5a42fcdfbae,P1016,Lanza — ,,—,,Lanza,,female,,–1248,,,,,,1248,,Christian,,
23024,f19bf547-487b-4b91-93c6-95483b41c993,P2675,Lodisio de Signori di Ponzone,,—,,Lodisio,Ponzone,male,,–,,,,,,,,Christian,,
23025,33080be5-40fc-43f0-b182-3aaa2a484585,P636,Luchina — ,,—,,Luchina,,female,,–1348,,,,,,1348,,Christian,,
23026,028bd9c3-794a-4594-b344-cb62e48e1da4,P1732,Lucia — ,,—,,Lucia,,female,,–,,,,,,,,Christian,,
23027,97604369-9666-41dc-b275-11340c367983,P1063,Mabilia — ,,—,,Mabilia,,female,,–1292,,,,,,1292,,Christian,,
23028,91d80bfd-6f1e-4dd8-ab53-93a6b57fb00b,,Maddalena —,,—,,Maddalena,Tartaran,female,,1380–1407,1380,,,,,1407,,,enslaved,Tartar
23029,e78beb8e-6df8-4f09-888d-a952742368a8,P1107,Margaritta — ,,—,,Margaritta,,female,,–,,,,,,,,Christian,,
23030,4f7cd4a9-33b5-4627-b1bb-55b194e7b3a0,P1354,Maria — ,,—,,Maria,,female,,–,,,,,,,,Christian,,
23031,97076705-7c38-4757-930e-c625c7ec6d53,P2619,Maria — ,,—,,Maria,,female,,–,,,,,,,,Christian,,
23032,70e5174f-e17a-4acf-8821-37a4aecd022e,,Maria — ,,—,,Maria,Circassian,female,,–,,,,,,,,Christian,,
23033,54a1c67f-d2db-4a82-bd86-c8705a20c0ae,,Marta —,,—,,Marta,,female,,–1444,,,,,,1444,,,enslaved,Circassian
23034,b167b2a6-43ef-452a-ba0c-f70ed716ada8,,Matteo de Florentia,,—,,Matteo,Florence,male,,–1446,,,,,,1446,,Christian,,
23035,69256881-6082-4627-93d0-466728d9124c,P1134,Napoleone — ,,—,,Napoleone,,male,,–,,,,,,,,Christian,,
23036,6694b635-2ab0-452c-8619-4e84efe2ae7f,P1625,Odina — ,,—,,Odina,,female,,–,,,,,,,,Christian,,
23037,a6545e12-744e-453d-bc9e-d0e12ec3071f,P1509,Onorato de Signori di Lingueglia,,—,,Onorato,Laigueglia,male,,–1495,,,,,1495,,,Christian,,
23038,71ef6995-d100-4c94-a69d-77ab81f4e12b,P1276,Orietta — ,,—,,Orietta,,female,,–,,,,,,,,Christian,,
23039,05e88f7e-c475-474e-981f-b94e77bb30df,P1740,Orietta — ,,—,,Orietta,,female,,1343–1361,,1343,,,,1361,,Christian,,
23040,960e91f9-75e8-4419-a600-d5e54db80ffc,P374,Orietta — ,,—,,Orietta,,female,,–,,,,,,,,Christian,,
23041,635037b9-8368-4fbf-9f25-244324d656d3,P1055,Pietra — ,,—,,Pietra,,female,,–,,,,,,,,Christian,,
23042,f447cf9f-24c6-410f-9b9f-0b65661e0af8,P2072,Porzia — ,,—,,Porzia,,female,,–,,,,,,,,Christian,,
23043,c2ea2eda-53d4-47c4-a4f1-5b54e6a89073,P1012,Richelda — ,,—,,Richelda,,female,,–1288,,,,,,1288,,Christian,,
23044,1bed15d1-5660-49e9-871c-a6eede394725,P104,Selvagia — ,,—,,Selvagia,,female,,–1348,,,,,,1348,,Christian,,
23045,1633f4a3-a6d4-4866-94cf-342c55f22768,P1091,Selvagia — ,,—,,Selvagia,,female,,–,,,,,,,,Christian,,
23046,3871ad32-4e6c-492e-a1fd-a85d6d747343,P1022,Simona — ,,—,,Simona,,female,,1235–1268,,1235,,,,1268,,Christian,,
23047,fdb61d25-5ed0-4327-998e-1d9e54be6bef,P2191,Teodora — ,,—,,Teodora,,female,,–,,,,,,,,Christian,,
23048,25919037-acc7-4a22-822f-7669d7f382dc,P6,Teodora — ,,—,,Teodora,,female,,–,,,,,,,,Christian,,
23049,8a80ccc0-6449-4e4c-93ad-b1dfa53d5ce5,P398,Tommasina — ,,—,,Tommasina,,female,,–,,,,,,,,Christian,,
23050,5c9d7cbf-dcab-4caa-99fc-672c97273134,P507,Violante — ,,—,,Violante,,female,,–1359,,,,,,1359,,Christian,,
23051,a2abfc4f-e83b-40bb-9e25-021101767ee9,P1090,Vissa — ,,—,,Vissa,,female,,–,,,,,,,,Christian,,
23052,3ec5ce17-8fcb-44f9-84fb-fe114c1904b7,,Cosino de Abbati,,Abbati,mercantes,Cosino de,,male,,1483–1507,,1483,,,,1507,,Christian,,
23053,76314e7b-cd33-4cb9-aedb-ac9ebbb24109,P82,Adornino Adorno ,,Adorno,mercantes,Adornino,,male,,–1431,,,,1431,,,,Christian,,
23054,d0ac0c3b-809b-4d46-9b3e-7578b33ef04c,P931,Baldassare Adorno ,,Adorno,mercantes,Baldassare,,male,,–,,,,,,,,Christian,,
23055,b872f4cf-2960-4a23-8633-8c98cef3e3e9,P1232,Leonardo Adorno ,,Adorno,mercantes,Leonardo,,male,,–,,,,,,,,Christian,,
23056,9acf8f2f-4edb-4d5f-b5fd-7ae7a739b8a7,P573,Diego de Albizzi ,,Albizzi,,Diego de,,male,,–,,,,,,,,Christian,,
23057,da066736-02cc-4273-9c38-e74ebdf1b98e,P1429,Antonio Aliberti ,,Aliberti,,Antonio,,male,,–1589,,,,,1589,,,Christian,,
23058,bcb79a1a-c2e8-42f1-9f5a-38a143a67307,,Giovanni de Allegro,,Allegro,,Giovanni de,,male,,1386–1428,,1386,,,,1428,,Christian,,
23059,1fc36760-2f9d-4b09-aae7-41b374926b27,P762,Bartolommeo Arangi ,,Arangi,mercantes,Bartolommeo,,male,,–,,,,,,,,Christian,,
23060,df5b7f51-d6db-45f1-8712-9ad9355561f5,P1722,Lorenzo de Augustana ,,Augustana,mercantes,Lorenzo de,,male,,–,,,,,,,,Christian,,
23061,459f7de8-62a0-4005-8ca8-ba63e4f48678,P2125,Giacomo Baciadonne,,Baciadonne,mercantes,Giacomo,,male,,–,,,,,,,,Christian,,
23062,7803028c-2db4-440f-9fb4-a546b0ec4a2b,P1609,Gaspare Baciadonne ,,Baciadonne,mercantes,Gaspare,,male,,–,,,,,,,,Christian,,
23063,b39cef99-4c67-4711-81a2-476897a34e0f,P2034,Antonio Bacigalupo ,,Bacigalupo,,Antonio,,male,,–,,,,,,,,Christian,,
23064,188d535a-1bd8-4f16-aef9-01d5bd339cc9,P2032,Marc' Antonio Bacigalupo ,Marc' Antonio Bacigalupo q. Antonio,Bacigalupo,,Marc' Antonio,,male,,–1563,,,,,,1563,,Christian,,
23065,2d251b92-d5ab-499a-80db-450e306ac801,,Branca Bagnara,,Bagnara,,Branca,,male,,1426–1465,,1426,,,,1465,,Christian,,
23066,88dae790-854f-45f3-93db-63d2b6b79b5a,,Giovanni Balbi,,Balbi,mercantes,Giovanni,,male,,1402–1420,,1402,,,,1420,,Christian,,
23067,0bba6e5f-f792-44be-bda2-334fd6e203fc,P658,Biaggio de Balestrino ,,Balestrino,,Biaggio de,,male,,–,,,,,,,,Christian,,
23068,c9cd3a09-dd07-43da-8a2a-8d0c680162e8,P657,Brigida de Balestrino ,Brigida de Balestrino q. Biaggio de,Balestrino,,Brigida de,,female,,–1544,,,,,,1544,,Christian,,
23069,03fd1b5e-c760-439d-bed6-935f039de9ef,P734,Domenico Banchero ,,Banchero,,Domenico,,male,,–,,,,,,,,Christian,,
23070,29a91ac5-2592-4711-b342-d23823c0ecbf,P733,Gironima Banchero ,Gironima Banchero q. Domenico,Banchero,,Gironima,,female,,–1639,,,,,,1639,,Christian,,
23071,982472cc-4af6-425d-8b4e-600c13312ee9,P1647,Caterina Barbavaria ,Caterina Barbavaria q. Pietro,Barbavaria,,Caterina,,female,,–1354,,,,,,1354,,Christian,,
23072,d6aeca3a-04e0-4771-95aa-930b02b1d9dc,P1654,Pietro Barbavaria ,,Barbavaria,,Pietro,,male,,–,,,,,,,,Christian,,
23073,9dbc2e65-6dd3-4a6f-af56-4c9f82966fd3,P741,Fabrizio Bargagli ,,Bargagli,,Fabrizio,,male,,–,,,,,,,,Christian,,
23074,3fe160f7-90ad-462d-8a01-679ef876c0e3,P738,Francisca Bargagli ,Francisca Bargagli q. Fabrizio,Bargagli,,Francisca,,female,,–,,,,,,,,Christian,,
23075,71760824-7560-4f3a-83db-ba5a00c2ce89,P1167,Francisca Basso ,Francisca Basso q. Simone,Basso,,Francisca,,female,,1309–1341,,1309,,,,1341,,Christian,,
23076,016628e8-60c6-4679-8c29-68823566e8cf,P1182,Simone Basso ,,Basso,,Simone,,male,,–,,,,,,,,Christian,,
23077,f09fd712-902d-4850-a253-3d5f2b003a95,P2615,Alberto de Beato ,,Beato,,Alberto de,,male,,–,,,,,,,,Christian,,
23078,793b2b66-4cf5-402c-889b-ff233bb6d546,P2613,Benedetto de Beato ,Benedetto de Beato q. Alberto de,Beato,,Benedetto de,,male,,–,,,,,,,,Christian,,
23079,898855ec-9c58-4b5d-8342-4636f2e3c53f,P1825,Giovanni Belengerio ,,Belengerio,,Giovanni,,male,,–,,,,,,,,Christian,,
23080,5732559b-b61e-4224-9ba1-3047b719573c,P2075,Costantino Belgodere di Bastia,,Belgodere,,Costantino,Bastia,male,,–,,,,,,,,Christian,,
23081,fb3f55ac-052d-4ccd-b536-1577b5f46075,P2074,Niccolò Belgodere di Bastia,Niccolò Belgodere di Bastia q. Costantino,Belgodere,,Niccolò,Bastia,male,,–,,,,,,,,Christian,,
23082,9ce1301a-a286-4124-a7da-3214476deb06,P2358,Allegro de Benamà  ,,Benamà ,,Allegro de,,male,,–,,,,,,,,Christian,,
23083,c9d11660-9fc8-4c28-b1b8-d4613650f36f,P2351,Primafore de Benamà  ,Primafore de Benamà q. Allegro de,Benamà ,,Primafore de,,female,,–1321,,,,,,1321,,Christian,,
23084,6b069911-6c1a-4f45-b1e9-fe8d3df5c4ba,P664,Filippo Benegassi ,,Benegassi,mercantes,Filippo,,male,,–,,,,,,,,Christian,,
23085,88d229a1-97e9-4e47-b698-235ea92fd8d3,P663,Nicoletta Benegassi ,Nicoletta Benegassi q. Filippo,Benegassi,mercantes,Nicoletta,,female,,–1513,,,,,,1513,,Christian,,
23086,e0e125d2-f04f-40c9-97dd-74c93390ab8a,P1506,Stefano Bernabò ,,Bernabò,,Stefano,,male,,–,,,,,,,,Christian,,
23087,8cb54881-1d44-4e5c-99ce-76f2143fdff9 ,P2775,Michele Bernizone,,Bernizone,,Michele,,male,,–1484,,,,,,1484,,Christian,,
23088,705b1955-c197-4304-bb52-2b65aded568f ,P2777,Niccolò Bernizone,,Bernizone,,Niccolò,,male,,–1484,,,,,,1484,,Christian,,
23089,0d906b2d-4578-4c6c-bdd8-97f49cf73d60,P2767,Pietro Bernizone ,Pietro Bernizone q. Pietro,Bernizone,,Pietro,,male,,–1449,,,,,,1449,,Christian,,
23090,87e8296b-aab1-4ddd-9887-d556af696d4a,P2769,Pietro Bernizone ,,Bernizone,,Pietro,,male,,–1449,,,,,1449,,,Christian,,
23091,8175ebbb-4f5a-4da0-8005-093c19a3bf00,P2776,Simone Bernizone,,Bernizone,,Simone,,male,,–1484,,,,,,1484,,Christian,,
23092,bac3b170-437e-4d00-ac2d-6697367cb16e,P2679,Bianca Bianchi ,Bianca Bianchi q. Bonifacio,Bianchi,nobiles,Bianca,,female,,–1448,,,,,,1448,,Christian,,
23093,56200512-0aa5-4924-91e9-6b7d220635fd,P2681,Bonifacio Bianchi ,Bonifacio Bianchi q. Giacomo,Bianchi,nobiles,Bonifacio,,male,,1397–1448,,1397,,,,1448,,Christian,,
23094,8331d4c8-7096-4ee1-ae13-95f3c41d9b74,P2694,Chiara Bianchi ,Chiara Bianchi q. Leonello,Bianchi,nobiles,Chiara,,female,,–,,,,,,,,Christian,,
23095,9cf5fe25-b462-49d7-8df8-961c69a89bd4,P2683,Giacomo Bianchi ,,Bianchi,nobiles,Giacomo,,male,,–1397,,,,,,1397,,Christian,,
23096,a5816aba-0118-4cff-9630-cf30680e1234,P2684,Giovanni Bianchi ,Giovanni Bianchi q. Giacomo,Bianchi,nobiles,Giovanni,,male,,1397–1423,,1397,,,,1423,,Christian,,
23097,be7dbb5d-c151-4253-9e9e-2b3a48f7c962,P2701,Gironima Bianchi ,Gironima Bianchi q. Pier Antonio,Bianchi,nobiles,Gironima,,female,,1483–1526,,1483,,,,1526,,Christian,,
23098,6ee16680-2bdf-40b2-9d5a-b0751ea56aa9,P2688,Gregorio Bianchi ,Gregorio Bianchi q. Giovanni,Bianchi,nobiles,Gregorio,,male,,–1457,,,,,,1457,,Christian,,
23099,ae9e343b-54f8-418d-9ec9-bae0b3396918,P2697,Isabella Bianchi ,Isabella Bianchi q. Niccolò,Bianchi,nobiles,Isabella,,female,,1453–1470,,1453,,,,1470,,Christian,,
23100,b9431f18-fc22-4fc0-a7a3-57effab46adf,P2687,Leonello Bianchi ,Leonello Bianchi q. Giovanni,Bianchi,nobiles,Leonello,,male,,–1457,,,,,,1457,,Christian,,
23101,53c70939-10a9-4db7-a6c3-e982cf97af9e,P2686,Niccolò Bianchi ,Niccolò Bianchi q. Giovanni,Bianchi,nobiles,Niccolò,,male,,1447–1453,,1447,,,,1453,,Christian,,
23102,f1423284-1a9c-4b38-b950-4ef13a91852e,P2696,Pier Antonio Bianchi ,Pier Antonio Bianchi q. Niccolò,Bianchi,nobiles,Pier Antonio,,male,,1483–1497,,1483,,,,1497,,Christian,,
23103,b0170d3e-387f-49b5-9b8a-41e1073cbb89,P2035,Antonio Biassa ,,Biassa,,Antonio,,male,,–,,,,,,,,Christian,,
23104,5aa58604-3250-4275-abbc-8c241b190290,P2033,Faustina Biassa ,Faustina Biassa q. Antonio,Biassa,,Faustina,,female,,–,,,,,,,,Christian,,
23105,213a61b7-29e4-43fa-97f4-3fd036023dfc,,Simone Bione,,Bione,,Simone,,male,,1485–1526,,1485,,,,1526,,Christian,,
23106,314c8177-969d-4d4e-bc09-4c3e2712f468,P1767,Tommasina Boccaccio ,,Boccaccio,,Tommasina,,female,,–,,,,,,,,Christian,,
23107,65d692ab-f8d6-4193-9745-d9f249addb5a,,Antonio de Bonizo,,Bonizo,,Antonio de,,male,,–1429,,,,,,1429,,Christian,,
23108,0dc956c6-b279-446b-97cc-8cf115f66343,P2614,Lucchino de Bosco ,,Bosco,mercantes,Lucchino de,,male,,–,,,,,,,,Christian,,
23109,adf741f3-89df-4728-881a-437e5d60a83b,P2606,Teodora de Bosco ,Teodora de Bosco q. Lucchino de,Bosco,mercantes,Teodora de,,female,,–,,,,,,,,Christian,,
23110,7486e885-6e8d-4921-9790-e31ebb539cde,,Tommaso Boveto,,Boveto,,Tommaso,,male,,1417–1422,,1417,,,,1422,,Christian,,
23111,4317f2e8-1645-4ef5-a3af-3ec98b4bb7dd,P2081,Giacomo Bracelli ,Giacomo Bracelli q. Paolo,Bracelli,mercantes,Giacomo,,male,,–,,,,,,,,Christian,,
23112,4e6bdd38-fc55-4183-adc9-3e59e46a1b78,P2084,Paolo Bracelli ,,Bracelli,mercantes,Paolo,,male,,–,,,,,,,,Christian,,
23113,b65be120-8ef0-428c-b14d-ffa1d473bd4e,,Guirardo Brevei,,Brevei,,Guirardo,,male,,1428–1452,,1428,,,,1452,,Christian,,
23114,2d799c59-393b-45a4-9306-12dd8a9e3537,P2567,Giovanni Battista Brignole ,,Brignole,mercantes,Giovanni Battista,,male,,–1593,,,,,,1593,,Christian,,
23115,18125c40-754a-44ef-a29e-a98fa60d7e79,P2564,Maddalena Brignole ,Maddalena Brignole q. Giovanni Battista,Brignole,mercantes,Maddalena,,female,,–1639,,,,,,1639,,Christian,,
23116,e926f8e5-4e3c-406a-a6c3-b121bd573d63,,Martino Brignole,,Brignole,mercantes,Martino,,male,,1483–1490,,1483,,,,1490,,Christian,,
23117,76d12fc8-6259-4914-b29d-1a08f0f36b37,,Filippo de Cabella,,Cabella,,Filippo de,,male,,–1444,,,,,,1444,,,,
23118,bbb000b4-2dc0-4c2c-8bbc-13ac2334e893,P2623,Carmandino de Cadano ,,Cadano,,Carmandino de,,male,,–,,,,,,,,Christian,,
23119,83bdaff2-959b-4680-8384-b1ca5166c9c3,P2622,Giovanni de Cadano ,Giovanni de Cadano q. Carmandino de,Cadano,,Giovanni de,,male,,–,,,,,,,,Christian,,
23120,217ebc48-9198-4745-b7a6-8216be1a298a,P956,Pietro Cademartori ,,Cademartori,,Pietro,,male,,–,,,,,,,,Christian,,
23121,bd07a964-a2cd-48a0-8401-f4a21ba7ac3e,,Andrea de Cairo,,Cairo,mercantes,Andrea de,,male,,1441–1498,,1441,,,,1498,,Christian,,
23122,a067dbb7-bf13-4550-8cc0-be7f3e552647,,Andreolo Caito,,Caito,mercantes,Andreolo,,male,,1370–1409,,1370,,,,1409,,Christian,,
23123,39947a34-30a1-442a-a91a-2804bfc2c34c,P2647,Barnabà  Calvi ,Barnabà  Calvi q. Pietro,Calvi,nobiles,Barnabà ,,male,,–1472,,,,,,1472,,Christian,,
23124,acc1b712-dda0-492c-9017-521498e33939,P1585,Bartolommeo Calvi ,Bartolommeo Calvi q. Girolamo,Calvi,nobiles,Bartolommeo,,male,,–1607,,,,,1607,,,Christian,,
23125,ca55a7bd-f876-464e-9ba9-00b294b5414e,P1591,Bartolommeo Calvi ,,Calvi,nobiles,Bartolommeo,,male,,–,,,,,,,,Christian,,
23126,f7f19afa-7ff2-477f-95d2-ebeeb10bd2a9,P1552,Giorgio Calvi ,,Calvi,nobiles,Giorgio,,male,,–,,,,,,,,Christian,,
23127,56478253-10da-4226-b513-87ad3e087655,P1590,Girolamo Calvi ,Girolamo Calvi q. Bartolommeo,Calvi,nobiles,Girolamo,,male,,–,,,,,,,,Christian,,
23128,b80c502b-72ec-4544-a7ab-aad42e91a73a,P1293,Martino Calvi ,,Calvi,nobiles,Martino,,male,,–,,,,,,,,Christian,,
23129,a2c559e9-73c2-4c2d-acce-a82c6bf3cc6f,P1733,Matteo Calvi ,,Calvi,nobiles,Matteo,,male,,–,,,,,,,,Christian,,
23130,3a563154-1803-4715-924c-ef9900a820d3,P1727,Niccolò Calvi ,Niccolò Calvi q. Matteo,Calvi,nobiles,Niccolò,,male,,–,,,,,,,,Christian,,
23131,c637e183-ddf9-467e-8c2c-f295f14ee7a3,P1137,Oliverio Calvi ,,Calvi,nobiles,Oliverio,,male,,1422–1431,,1422,,,,1431,,Christian,,
23132,692d49c8-8541-47e5-84cf-252dc4899041,P1507,Paolo Battista Calvi ,,Calvi,nobiles,Paolo Battista,,male,,–,,,,,,,,Christian,,
23133,6db335df-3f6c-4d43-b95b-ae7c96ad318e,P1504,Peretta Calvi ,Peretta Calvi q. Paolo Battista,Calvi,nobiles,Peretta,,female,,–,,,,,,,,Christian,,
23134,c8a5a67c-ed37-4caf-92ab-74eff1dbd8da,P2650,Pietro Calvi ,,Calvi,nobiles,Pietro,,male,,–,,,,,,,,Christian,,
23135,03267065-45b6-4b97-9d61-fd61287e9dc9,P1545,Selvagia Calvi ,Selvagia Calvi q. Giorgio,Calvi,nobiles,Selvagia,,female,,–1491,,,,,,1491,,Christian,,
23136,a4f379b8-8ae5-4363-8f0f-1a4a94c36197,,— Camilla,— Camilla q.  Enrico,Camilla,nobiles,—,,male,,–,,,,,,,,Christian,,
23137,6b8ebdf7-0c6a-4544-8b64-91cb19764d62,,Agostino Camilla,Agostino Camilla q. Tedisio,Camilla,nobiles,Agostino,,male,,–1525,,,,,,1525,,Christian,,
23138,3edc127c-a767-4bc7-9a4d-4cef04f4e30e,P1632,Ansaldo Camilla ,Ansaldo Camilla q. Guglielmo,Camilla,nobiles,Ansaldo,,male,,–,,,,,,,,Christian,,
23139,7cbc198a-d5d8-4011-9d2d-608780460810,P229,Cassano Camilla ,Cassano Camilla q. Enrico,Camilla,nobiles,Cassano,,male,,–,,,,,,,,Christian,,
23140,dc5209e7-6741-47cf-985b-7ed3850ae9b4,,Caterina Camilla,Caterina Camilla q. Domenico,Camilla,nobiles,Caterina,,female,,–1525,,,,,,1525,,Christian,,
23141,cb1b2a49-b725-4f2f-857a-1933cff4d7bc,P1497,Cattaneo de Camilla ,,Camilla,nobiles,Cattaneo de,,male,,–,,,,,,,,Christian,,
23142,2b24bf29-4bd0-46fa-8f69-ddbb7262ae34,,Domenico Camilla,Domenico Camilla q. Enrico,Camilla,nobiles,Domenico,,male,,–1525,,,,,,1525,,Christian,,
23143,5e29aa7a-66be-4a9a-a6e1-01a0037e165f,P237,Enrico Camilla ,,Camilla,nobiles,Enrico,,male,,–,,,,,,,,Christian,,
23144,f02ab2bd-48d3-4264-a71b-a608b4a49d0f,,Enrico Camilla ,Enrico Camilla q. Domenico,Camilla,nobiles,Enrico,,male,,–1525,,,,,,1525,,Christian,,
23145,914e364b-7f64-48e1-8368-4dacbc0e8c1c,P1491,Filippo de Camilla ,Filippo de Camilla q. Cattaneo de,Camilla,nobiles,Filippo de,,male,,–,,,,,,,,Christian,,
23146,f3fe8d3f-09e6-429f-afe8-7f7b6d5291bb,P2739,Giovanni Camilla ,Giovanni Camilla q. Tedisio,Camilla,nobiles,Giovanni,,male,,–1525,,,,,,1525,,Christian,,
23147,e20716e6-7be7-48fb-82d1-67e25ffb3a95,P1635,Guglielmo Camilla ,,Camilla,nobiles,Guglielmo,,male,,–,,,,,,,,Christian,,
23148,ba243a8a-b282-48e3-86d6-f90fdb7ae1f5,,Maria Camilla,Maria Camilla q. Enrico,Camilla,nobiles,Maria,,female,,–1525,,,,,,1525,,Christian,,
23149,5c4e40d2-eea8-4ac5-b2f1-f683995de2bf,,Niccolò Camilla,Niccolò Camilla q. Domenico,Camilla,nobiles,Niccolò,,male,,–1525,,,,,,1525,,Christian,,
23150,07f148bc-5081-461f-bf45-21c9fc60c096,,Pelotta Camilla,Pelotta Camilla q. Domenico,Camilla,nobiles,Pelotta,,female,,–1525,,,,,,1525,,Christian,,
23151,f35202af-c960-4537-89bc-03c677dac832,P2742,Tedisio Camilla ,,Camilla,nobiles,Tedisio,,male,,–1525,,,,,1525,,,Christian,,
23152,4c553284-883a-4899-b7e8-2f5a1599f61e,P1346,Eliana Campofregoso ,Eliana Campofregoso q. Giannotto,Campofregoso,mercantes,Eliana,,female,,–,,,,,,,,Christian,,
23153,5e85e5a9-9603-432d-9ae4-e8027238e38f,P2429,Fregosina Campofregoso ,Fregosina Campofregoso q. Paolo Battista,Campofregoso,mercantes,Fregosina,,female,,–1535,,,,,,1535,,Christian,,
23154,4604d09c-c39b-46e5-b67e-e08381d6e8ad,P1349,Giannotto Campofregoso ,,Campofregoso,mercantes,Giannotto,,male,,–,,,,,,,,Christian,,
23155,e1baabbb-dcb2-40da-a173-cd22c325b5ee,P1959,Pandolfo Campofregoso ,,Campofregoso,mercantes,Pandolfo,,male,,1442–1457,,1442,,,,1457,,Christian,,
23156,90a0a948-6611-4159-9b96-7227687954d8,P2431,Paolo Battista Campofregoso ,,Campofregoso,mercantes,Paolo Battista,,male,,1469–1501,,1469,,,1501,,,Christian,,
23157,c73dacd7-f0d0-4263-982f-2152447b1cd3,P1957,Pier Benedetto Campofregoso ,Pier Benedetto Campofregoso q. Pandolfo,Campofregoso,mercantes,Pier Benedetto,,male,,1478–1514,,1478,,,,1514,,Christian,,
23158,f7257240-5435-4736-9c4f-ea2667633dda,,Giacomo de Camulio,,Camulio,,Giacomo de,Camogli,male,,1379–1426,,1379,,,,1426,,Christian,,
