OmekaID,cidoc-crm:P149_is_identified_by,GED_ID,cidoc-crm:P48_has_preferred_identifier,cidoc-crm:P131_is_identified_by,nameFamily,foaf:membershipClass,namesGiven,cidoc-crm:P27i_was_origin_of,foaf:gender,,cidoc-crm:P4_has_time-span,dob,dob_ante,dob_post,dod,dod_ante,dod_post,VIAF,religion,status,ethnicity
23735,e9f51e2c-0eb5-4f17-ab0c-4f3b538d31da,P1336,Luchina Imperiale ,Luchina Imperiale q. Brasco,Imperiale,nobiles,Luchina,,female,,–1450,,,,,,1450,,Christian,,
23736,3963b642-9cfd-47f1-9a7a-9a8fa79edfbf,P2130,Maria Imperiale ,Maria Imperiale q. Vincenzo,Imperiale,nobiles,Maria,,female,,–,,,,,,,,Christian,,
23737,7d8fe1e2-77f9-462f-8dec-2f552abb436b,P913,Maria Imperiale ,Maria Imperiale q. Ottobono,Imperiale,nobiles,Maria,,female,,1461–1480,,1461,,,,1480,,Christian,,
23738,743643bb-76ca-43a8-ad8c-8b9c161f39f3,P1154,Melchior Imperiale ,Melchior Imperiale q. Ottaviano,Imperiale,nobiles,Melchior,,male,,–1435,,,,,1435,,,Christian,,
23739,78daad2b-15cc-4b6e-89f9-37489bc38d01,P2481,Michele Imperiale ,Michele Imperiale q. Andrea,Imperiale,nobiles,Michele,,male,,–,,,,,,,,Christian,,
23740,bb443563-5743-4f9b-ba86-bf1f6f149cc6,P1160,Ottaviano Imperiale ,,Imperiale,nobiles,Ottaviano,,male,,–,,,,,,,,Christian,,
23741,f2582dbd-9cda-45dc-914d-2870f7455460,P922,Ottobono Imperiale ,,Imperiale,nobiles,Ottobono,,male,,–,,,,,,,,Christian,,
23742,0cff9bd0-8ec6-404a-a611-ed9c1c3dd78e,P2160,Silvia Imperiale ,Silvia Imperiale q. Davide,Imperiale,nobiles,Silvia,,female,,1590–1614,,1590,,,,1614,,Christian,,
23743,fe19ffb7-d563-45df-9ca6-e1808185c470,P1144,Tommaso Imperiale Tartaro,Tommaso Imperiale Tartaro q. Antonio,Imperiale,nobiles,Tommaso,,male,,–1423,,,,,,1423,,Christian,,
23744,ee9aaeea-adec-4025-8151-b2256927d0f4,P2150,Vincenzo Imperiale ,,Imperiale,nobiles,Vincenzo,,male,,–,,,,,,,,Christian,,
23745,03a8fb1c-8238-41c8-90ec-ef9d9c410e54,P873,Manfredo Invrea ,,Invrea,,Manfredo,,male,,–,,,,,,,,Christian,,
23746,5b40ec7a-fbd0-457f-bbf7-f604a089fb9b,P1838,Ambrogio Ittaliano ,,Ittaliano,nobiles,Ambrogio,,male,,–,,,,,,,,Christian,,
23747,3b4e5737-c1b5-4465-accd-0d7056659f8c,P2389,Ambrogio Ittaliano Mignardi,Ambrogio Ittaliano Mignardi q. Bartolommeo,Ittaliano,nobiles,Ambrogio,,male,,–,,,,,,,,Christian,,
23748,0da03991-36a7-4e92-8291-24610ea0ff41,P2239,Andrea Ittaliano ,,Ittaliano,nobiles,Andrea,,male,,–,,,,,,,,Christian,,
23749,09f088f8-d2d2-4f16-8011-139efe196cde,P2303,Andrea Ittaliano Lavaggi,Andrea Ittaliano Lavaggi q. Antoniotto,Ittaliano,nobiles,Andrea,,male,,–,,,,,,,,Christian,,
23750,151f70d2-b45e-415d-8622-061dfb0fd75d,P2744,Antonio Ittaliano ,,Ittaliano,nobiles,Antonio,,male,,–,,,,,,,,Christian,,
23751,8828edf3-6b30-416f-9a34-3ebd521d2842,P2237,Antoniotto Ittaliano ,Antoniotto Ittaliano q. Andrea,Ittaliano,nobiles,Antoniotto,,male,,–,,,,,,,,Christian,,
23752,c513e7ba-6d67-4b65-9d8f-2c6255bddd76,P2304,Antoniotto Ittaliano Lavaggi,,Ittaliano,nobiles,Antoniotto,,male,,–,,,,,,,,Christian,,
23753,0324f1fc-8f33-4986-bf7f-25c6ac3d22ab,P2390,Bartolommeo Ittaliano Mignardi,Bartolommeo Ittaliano Mignardi q. Ambrogio,Ittaliano,nobiles,Bartolommeo,,male,,–,,,,,,,,Christian,,
23754,061b0f7b-06ad-484e-943c-79969e1ab84d,P2391,Bartolommeo Ittaliano Mignardi,Bartolommeo Ittaliano Mignardi q. Tommaso,Ittaliano,nobiles,Bartolommeo,,male,,–,,,,,,,,Christian,,
23755,1760d0e8-87f4-48b7-81c0-e6328467f937,P2716,Battina Ittaliano ,Battina Ittaliano q. Tommaso,Ittaliano,nobiles,Battina,,female,,–,,,,,,,,Christian,,
23756,9454ae48-d7d2-409b-b57b-20abb379e900,P763,Battina Ittaliano olim Romeo,Battina Ittaliano olim Romeo q. Lucchino,Ittaliano,nobiles,Battina,,female,,1444–1493,,1444,,,,1493,,Christian,,
23757,a58f0426-5e57-4f39-aace-1086920fee39,P2756,Battista Ittaliano ,,Ittaliano,nobiles,Battista,,male,,–,,,,,,,,Christian,,
23758,bf253b68-f3af-4cd8-9723-fe00160d36c2,,Benedetto Ittaliano,,Ittaliano,nobiles,Benedetto,,male,,–1525,,,,,1525,,,Christian,,
23759,65743016-78c8-4187-b6a2-5e6990b2a818,P2731,Benedetto Ittaliano ,,Ittaliano,nobiles,Benedetto,,male,,–,,,,,,,,Christian,,
23760,710e08ba-8e91-4d11-8894-23da79a66631,P2393,Benedetto Ittaliano Mignardi,Benedetto Ittaliano Mignardi q. Tommaso,Ittaliano,nobiles,Benedetto,,male,,–,,,,,,,,Christian,,
23761,79f6c345-3e4b-4bd1-ba18-7509c1469a81,P2749,Bertino Ittaliano ,,Ittaliano,nobiles,Bertino,,male,,–,,,,,,,,Christian,,
23762,f53c0780-533d-4f9c-94d5-bfe23f997fdc,P2720,Bonifacio Ittaliano ,,Ittaliano,nobiles,Bonifacio,,male,,–,,,,,,,,Christian,,
23763,437c0fc4-861e-4333-870b-ce5116e11246,P2678,Carlo Ittaliano Mignardi,Carlo Ittaliano Mignardi q. Girolamo,Ittaliano,nobiles,Carlo,,male,,–,,,,,,,,Christian,,
23764,aedd47c0-20cf-4eae-887e-631b07f533e7,P2692,Cassano Ittaliano ,,Ittaliano,nobiles,Cassano,,male,,–,,,,,,,,Christian,,
23765,524431ee-320f-4471-b13a-81f7fb22850f,P2702,Catetta Ittaliano Mignardi,Catetta Ittaliano Mignardi q. Bartolommeo,Ittaliano,nobiles,Catetta,,female,,–,,,,,,,,Christian,,
23766,001dbde3-acb1-4e45-a58c-4ea0cf1c4dd7,P2736,Cattaneo Ittaliano ,Cattaneo Ittaliano q. Domenico,Ittaliano,nobiles,Cattaneo,,male,,–,,,,,,,,Christian,,
23767,5e811c9a-7888-4446-b6ce-066bef31b8a9,,Clara Ittaliano,Clara Ittaliano q. Bartolommeo,Ittaliano,nobiles,Clara,,female,,1438–1444,,1438,,,,1444,,,,
23768,77e0539f-6feb-44fd-bf18-5772a08f24b3,P2711,Cosmo Ittaliano ,,Ittaliano,nobiles,Cosmo,,male,,–,,,,,,,,Christian,,
23769,f73007db-d5b2-42c5-91a2-e239ec897e18,P2699,Cosmo Ittaliano Anfossi,Cosmo Ittaliano Anfossi q. Tommaso,Ittaliano,nobiles,Cosmo,,male,,–,,,,,,,,Christian,,
23770,2acedfc0-82f7-4e15-b37c-8e158b898cb7,P2430,Demetrio Ittaliano Mignardi,Demetrio Ittaliano Mignardi q. Benedetto,Ittaliano,nobiles,Demetrio,,male,,–,,,,,,,,Christian,,
23771,2a065cd3-ae05-4c9d-82bf-05efd13e28f4,P2706,Despina Ittaliano ,Despina Ittaliano q. Giachetto,Ittaliano,nobiles,Despina,,female,,–,,,,,,,,Christian,,
23772,10d394b2-297f-4c9e-86d5-7620596270ea,P2737,Domenico Ittaliano ,,Ittaliano,nobiles,Domenico,,male,,–,,,,,,,,Christian,,
23773,301d0bd3-abe4-4a85-8f61-d5413d77ab28,P2766,Francesco Ittaliano ,,Ittaliano,nobiles,Francesco,,male,,–,,,,,,,,Christian,,
23774,1943e32b-fdb4-42e9-bb5e-5978d4e733b8,P1352,Francesco Ittaliano Lavaggi,,Ittaliano,nobiles,Francesco,,male,,–,,,,,,,,Christian,,
23775,e5f552dc-426d-4495-b86a-50ad49e1f490,P2712,Francisca Ittaliano ,Francisca Ittaliano q. Cosmo,Ittaliano,nobiles,Francisca,,female,,–,,,,,,,,Christian,,
23776,70d5163f-5568-4fde-8c30-fda847ac36f1,P2748,Francisca Ittaliano ,Francisca Ittaliano q. Luigi,Ittaliano,nobiles,Francisca,,female,,–,,,,,,,,Christian,,
23777,aaf98735-992d-4e03-8530-773da495cebe,P2705,Giachetto Ittaliano ,Giachetto Ittaliano q. Tobia,Ittaliano,nobiles,Giachetto,,male,,–,,,,,,,,Christian,,
23778,1157a965-eae5-4833-964b-4b89411bd4b5,,Giacomo Ittaliano,Giacomo Ittaliano q. Benedetto,Ittaliano,nobiles,Giacomo,,male,,–1525,,,,,,1525,,Christian,,
23779,c7f012e3-7d8d-41b4-a388-f8e1920410c3,P2718,Giovanni Ittaliano ,Giovanni Ittaliano q. Bonifacio,Ittaliano,nobiles,Giovanni,,male,,–,,,,,,,,Christian,,
23780,4b09dc00-aacf-41f7-8235-967a548456a7,P2761,Girolamo Ittaliano ,Girolamo Ittaliano q. Vincenzo,Ittaliano,nobiles,Girolamo,,male,,–,,,,,,,,Christian,,
23781,83ddb9eb-99c7-4090-bc3d-d5d0d30ff607,P2680,Girolamo Ittaliano Mignardi,,Ittaliano,nobiles,Girolamo,,male,,–,,,,,,,,Christian,,
23782,08038794-e065-4cbd-a694-e3175487e400,P2727,Giuliano Ittaliano ,,Ittaliano,nobiles,Giuliano,,male,,–,,,,,,,,Christian,,
23783,a2b3ccc7-4663-4e76-8ec7-bc59c769ab4e,P2682,Linò Ittaliano Lavaggi,Linò Ittaliano Lavaggi q. Luchetto,Ittaliano,nobiles,Linò,,female,,–,,,,,,,,Christian,,
23784,fe3584da-0ccb-4881-a25d-94ef1650fd02,P2722,Lodisio Ittaliano ,Lodisio Ittaliano q. Oberto,Ittaliano,nobiles,Lodisio,,male,,–,,,,,,,,Christian,,
23785,a041be4d-1ac6-4ca2-a44b-5f758796ff03,P2759,Lodisio Ittaliano ,,Ittaliano,nobiles,Lodisio,,male,,–,,,,,,,,Christian,,
23786,ad7d384d-ca69-4836-ac04-2c4dc0803a54,P2741,Lodovico Ittaliano olim Bianchi,,Ittaliano,nobiles,Lodovico,,male,,–,,,,,,,,Christian,,
23787,36b098c2-b22e-4ed7-a681-fec60e4ca0b2,P2203,Lucchino Ittaliano olim Romeo,,Ittaliano,nobiles,Lucchino,,male,,–,,,,,,,,Christian,,
23788,0de95c0d-8563-4464-ab4d-95c20406df58,P2685,Luchetto Ittaliano Lavaggi,,Ittaliano,nobiles,Luchetto,,male,,–,,,,,,,,Christian,,
23789,53a55748-b00c-46f6-abe9-bf781ce1fd4f,P2708,Luciano Ittaliano ,,Ittaliano,nobiles,Luciano,,male,,–,,,,,,,,Christian,,
23790,e898912b-8549-42f3-b6a3-9e8444b36bb3,P2747,Luigi Ittaliano ,Luigi Ittaliano q. Bertino,Ittaliano,nobiles,Luigi,,male,,–,,,,,,,,Christian,,
23791,be03862d-7a98-4c95-aaea-ebc3d0842fa4,P2728,Maddalena Ittaliano ,Maddalena Ittaliano q. Benedetto,Ittaliano,nobiles,Maddalena,,female,,–,,,,,,,,Christian,,
23792,21688365-78db-42a6-9232-136cc6aec632,P2755,Maddalena Ittaliano ,Maddalena Ittaliano q. Battista,Ittaliano,nobiles,Maddalena,,female,,–1582,,,,,,1582,,Christian,,
23793,cee656ec-cfd9-4791-a51c-e8e7e1b84788,P2758,Manfreda Ittaliano ,Manfreda Ittaliano q. Lodisio,Ittaliano,nobiles,Manfreda,,female,,–,,,,,,,,Christian,,
23794,82a86d39-6fc9-433f-80b0-c0f7302d50c2,P2709,Margaritta Ittaliano ,Margaritta Ittaliano q. Luciano,Ittaliano,nobiles,Margaritta,,female,,–,,,,,,,,Christian,,
23795,1e227faa-a7e2-4226-bf1a-9802d38947c3,P2689,Maria Ittaliano ,Maria Ittaliano q. Cassano,Ittaliano,nobiles,Maria,,female,,–,,,,,,,,Christian,,
23796,dbca0433-0d57-4594-b1e6-cbb6635a803f,P2713,Maria Ittaliano ,Maria Ittaliano q. Cosmo,Ittaliano,nobiles,Maria,,female,,–,,,,,,,,Christian,,
23797,50a9cf75-4859-4879-b649-a9024ca998aa,P2735,Maria Ittaliano ,Maria Ittaliano q. Cattaneo,Ittaliano,nobiles,Maria,,female,,–,,,,,,,,Christian,,
23798,626fc33e-559c-48ce-abc4-065151e3f751,P2764,Maria Ittaliano ,Maria Ittaliano q. Francesco,Ittaliano,nobiles,Maria,,female,,–,,,,,,,,Christian,,
23799,2ba3df00-a217-4762-83d1-693905bbabbd,P2726,Oberto Ittaliano ,Oberto Ittaliano q. Giuliano,Ittaliano,nobiles,Oberto,,male,,–,,,,,,,,Christian,,
23800,414eb458-2d9e-4aa5-ba00-267ad4725c93,P2740,Paolo Battista Ittaliano olim Bianchi,Paolo Battista Ittaliano olim Bianchi q. Lodovico,Ittaliano,nobiles,Paolo Battista,,male,,–,,,,,,,,Christian,,
23801,52e7ce9c-a2eb-4320-93e0-397b0728c596,P2695,Paolo Ittaliano ,,Ittaliano,nobiles,Paolo,,male,,–,,,,,,,,Christian,,
23802,f38a7b1a-7f2b-49e1-abd9-7e1cd3594b33,P2746,Pellegrina Ittaliano ,Pellegrina Ittaliano q. Luigi,Ittaliano,nobiles,Pellegrina,,female,,–,,,,,,,,Christian,,
23803,dab5a421-ad4c-4cf6-991d-e0f1ec4e8e78,P2724,Teodora Ittaliano ,Teodora Ittaliano q. Lodisio,Ittaliano,nobiles,Teodora,,female,,–,,,,,,,,Christian,,
23804,e55afa90-d4ce-475f-8f04-318f3a4e0f1f,P637,Teodora Ittaliano Lavaggi,Teodora Ittaliano Lavaggi q. Tobia,Ittaliano,nobiles,Teodora,,female,,–,,,,,,,,Christian,,
23805,3d3a4c8e-ce7e-440f-8fa6-bd85200d6242,P2770,Teramo Ittaliano ,,Ittaliano,nobiles,Teramo,,male,,–1449,,,,,1449,,,Christian,,
23806,90247382-4b77-4224-a911-5f9789d9db99,P2704,Tobia Ittaliano ,,Ittaliano,nobiles,Tobia,,male,,–,,,,,,,,Christian,,
23807,601fb976-0141-4c41-bddf-d91cc52336f7,P1351,Tobia Ittaliano Lavaggi,Tobia Ittaliano Lavaggi q. Francesco,Ittaliano,nobiles,Tobia,,male,,–,,,,,,,,Christian,,
23808,86081f5a-12b9-490b-babf-2103ed47283a,P2715,Tommaso Ittaliano ,,Ittaliano,nobiles,Tommaso,,male,,–,,,,,,,,Christian,,
23809,b493ae6c-e335-41eb-b7c8-81c2726ec851,P2700,Tommaso Ittaliano Anfossi,,Ittaliano,nobiles,Tommaso,,male,,–,,,,,,,,Christian,,
23810,f6d8f4c7-813a-4f07-bc11-3aebe111195b,P2392,Tommaso Ittaliano Mignardi,,Ittaliano,nobiles,Tommaso,,male,,–,,,,,,,,Christian,,
23811,e6fbd941-54ab-46ed-b70d-41c7542aa1c9,P2763,Vincenzo Ittaliano ,,Ittaliano,nobiles,Vincenzo,,male,,–,,,,,,,,Christian,,
23812,4dd04db7-87b3-4a6a-be9c-b9f3e5d7755b,P2013,Violante Ittaliano ,Violante Ittaliano q. Tommaso,Ittaliano,nobiles,Violante,,female,,–,,,,,,,,Christian,,
23813,3e74de1c-121f-4d3d-acb1-5bc6fe40e09c,,Giovanni Labaino,,Labaino,,Giovanni,,male,,1406–1466,,1406,,,,1466,,Christian,,
23814,96f2e7d6-05c7-4ab7-9b52-bc909ea30f60,,Gregorio Labaino,,Labaino,,Gregorio,,male,,1384–1459,,1384,,,,1459,,Christian,,
23815,2c517253-86e4-4241-91e4-aef602d59857,P1340,Carlo Leardo,,Leardi,artefices,Carlo,,male,,–,,,,,,,,Christian,,
23816,3d3536ae-7c84-408e-b1b1-65ea9840d0ec,P1339,Odoardo Leardo,Odoardo Leardi q. Carlo,Leardi,artefices,Odoardo,,male,,–,,,,,,,,Christian,,
23817,1127b5b2-ebeb-459f-8110-65fcdc85d421,,Antonio Leardo,,Leardo,artefices,Antonio,,male,,1460–1496,,1460,,,,1496,,Christian,,
23818,dadc983a-ee66-4b7c-a5aa-9cbf9379d551,P478,Caterina Lecavello ,Caterina Lecavello q. Raffo,Lecavello,nobiles,Caterina,,female,,–1405,,,,,,1405,,Christian,,
23819,03c9c85d-62bb-4b6b-8091-451975bf96f2,P468,Isolta Lecavello ,Isolta Lecavello q. Raffo,Lecavello,nobiles,Isolta,,female,,1429–1444,,1429,,,,1444,,Christian,,
23820,4ae612d5-6740-4825-b499-7d7de9a9c2a8,P477,Raffo Lecavello ,,Lecavello,nobiles,Raffo,,male,,–,,,,,,,,Christian,,
23821,b44a3d30-5a8b-4d74-8635-a9984298bc00,P168,Ginevra Lecavello ,Ginevra Leccavello q. Sorleone,Leccavello,nobiles,Ginevra,,female,,1379–1436,,1379,,,,1436,,Christian,,
23822,ef483d77-3159-4357-8685-6c83acbb0435,P593,Sorleone Lecavello ,,Leccavello,nobiles,Sorleone,,male,,–,,,,,,,,Christian,,
23823,eaeeda24-ab84-495d-bb3d-a7d5d8ed1306,P121,Acellino Lercari ,Acellino Lercari q. Girolamo,Lercari,nobiles,Acellino,,male,,–,,,,,,,,Christian,,
23824,5cb84df3-f441-4c32-8ea3-99d3446f00f4,P561,Alessandro Lercari ,Alessandro Lercari q. Luciano,Lercari,nobiles,Alessandro,,male,,–,,,,,,,,Christian,,
23825,ab2aed0a-0a42-4179-8f87-91de668377cb,P653,Angelo Lercari ,Angelo Lercari q. Luca,Lercari,nobiles,Angelo,,male,,–,,,,,,,,Christian,,
23826,60f622cb-f9c2-4b05-a4ce-2ec505508e71,P2544,Benedetto Lercari ,,Lercari,nobiles,Benedetto,,male,,–,,,,,,,,Christian,,
23827,770d46b6-5e79-4342-83dd-057b47703fc7,P1801,Brancaleone Lercari ,,Lercari,nobiles,Brancaleone,,male,,–,,,,,,,,Christian,,
23828,5ed362ce-1368-48ae-9926-db9c84aff712,P1993,Carlo Lercari ,Carlo Lercari q. Domenico,Lercari,nobiles,Carlo,,male,,1440–1462,,1440,,,,1462,,Christian,,
23829,952aa3a2-c7cd-4897-bc29-6e62d6b3f53d,,Domenico Lercari,Domenico Lercari q. Simone,Lercari,nobiles,Domenico,,male,,–1510,,,,,1510,,,Christian,,
23830,810303a7-b2d9-45d4-88e1-aa02cc95e2ad,P1994,Domenico Lercari ,,Lercari,nobiles,Domenico,,male,,–,,,,,,,,Christian,,
23831,83891cde-2791-4017-84da-5b3f797fbb66,P449,Domenico Lercari ,,Lercari,nobiles,Domenico,,male,,–,,,,,,,,Christian,,
23832,6c49f551-4e13-4bb9-9d63-08cba1a6585f,P1289,Filippo Lercari ,,Lercari,nobiles,Filippo,,male,,–,,,,,,,,Christian,,
23833,c6b38bbe-ffcd-45cf-ac72-5bb0c7e6b825,P140,Filippo Lercari ,Filippo Lercari q. Tommaso,Lercari,nobiles,Filippo,,male,,–,,,,,,,,Christian,,
23834,8eb1cf8b-3941-4dc4-9746-67aa54e99ced,P434,Franca Lercari ,Franca Lercari q. Tommaso,Lercari,nobiles,Franca,,female,,–,,,,,,,,Christian,,
23835,49feccc4-8d21-46f0-b1ab-b52489df611a,P154,Gaspare Lercari ,,Lercari,nobiles,Gaspare,,male,,–,,,,,,,,Christian,,
23836,818d86dc-98fe-4448-87c6-0b8d972a2c01,P594,Giacomo Lercari ,Giacomo Lercari q. Goffredo,Lercari,nobiles,Giacomo,,male,,–1447,,,,,1447,,,Christian,,
23837,4fe5193f-c306-4e82-9e86-bce7a254e05a,P328,Giorgio Maria Lercari ,Giorgio Maria Lercari q. Giovanni Battista,Lercari,nobiles,Giorgio Maria,,male,,–,,,,,,,,Christian,,
23838,9be3d670-13b8-4362-8300-fb88d629fa63,P2543,Giovanni Battista Lercari ,Giovanni Battista Lercari q. Benedetto,Lercari,nobiles,Giovanni Battista,,male,,–,,,,,,,,Christian,,
23839,064d3ada-b094-4888-9b5b-9914c53b91f2,P329,Giovanni Battista Lercari ,,Lercari,nobiles,Giovanni Battista,,male,,–,,,,,,,,Christian,,
23840,b890122c-f020-4843-9720-e1c0c2b594c0,P123,Girolamo Lercari ,Girolamo Lercari q. Idetto,Lercari,nobiles,Girolamo,,male,,–,,,,,,,,Christian,,
23841,1e32a940-c999-43f8-9bf4-bfab93bcf4c4,P153,Gironima Lercari ,Gironima Lercari q. Goffredo,Lercari,nobiles,Gironima,,female,,–,,,,,,,,Christian,,
23842,b757cfc2-cb2c-4c52-90bd-22d0deea8b12,P139,Goffredo Lercari ,Goffredo Lercari q. Gaspare,Lercari,nobiles,Goffredo,,male,,–,,,,,,,,Christian,,
23843,cc3c57d3-0701-423a-ae70-67feacfc10ed,P620,Goffredo Lercari ,,Lercari,nobiles,Goffredo,,male,,–,,,,,,,,Christian,,
23844,893fc9a2-183f-44c3-8a85-7a6dc107ebcb,P1802,Gregorio Lercari ,Gregorio Lercari q. Brancaleone,Lercari,nobiles,Gregorio,,male,,–,,,,,,,,Christian,,
23845,b0656dbd-236c-4e04-8702-75c566f8ef8d,P535,Gregorio Lercari ,,Lercari,nobiles,Gregorio,,male,,–,,,,,,,,Christian,,
23846,033f6762-2441-4d1c-88b7-83edc16e0e1f,P124,Idetto Lercari ,,Lercari,nobiles,Idetto,,male,,–,,,,,,,,Christian,,
23847,bbb95af9-8ee8-44f2-9b70-e605cdce249f,P122,Leonello Lercari ,Leonello Lercari q. Acellino,Lercari,nobiles,Leonello,,male,,–,,,,,,,,Christian,,
23848,b0f0cd4d-83b7-4ca6-8213-c6658e0dffe0,P654,Luca Lercari ,,Lercari,nobiles,Luca,,male,,–,,,,,,,,Christian,,
23849,605db703-8ccd-42b1-aa80-10cdda923d7b,P342,Luchina Lercari ,Luchina Lercari q. Domenico,Lercari,nobiles,Luchina,,female,,1362–1430,,1362,,,,1430,,Christian,,
23850,85e96cd7-06c2-4de3-a668-6bd8027532bf,P565,Luciano Lercari ,,Lercari,nobiles,Luciano,,male,,–,,,,,,,,Christian,,
23851,37fc4af8-2228-4c15-816a-0df080425250,P2287,Michele Lercari ,Michele Lercari q. Simone,Lercari,nobiles,Michele,,male,,–,,,,,,,,Christian,,
23852,e965213c-49e9-4f55-9aef-16cf4736243e,P1286,Orietta Lercari ,Orietta Lercari q. Filippo,Lercari,nobiles,Orietta,,female,,–1361,,,,,,1361,,Christian,,
23853,643dd693-86cb-4627-8871-8bf960a02c47,P1695,Raffaele Lercari ,Raffaele Lercari q. Seguarano,Lercari,nobiles,Raffaele,,male,,–,,,,,,,,Christian,,
23854,61939046-208e-4bf6-a9ea-d70c9e68685a,P1696,Seguarano Lercari ,,Lercari,nobiles,Seguarano,,male,,–,,,,,,,,Christian,,
23855,b8a9881d-664d-4318-8a33-a8ed4087a5ef,P1800,Selvagia Lercari ,Selvagia Lercari q. Brancaleone,Lercari,nobiles,Selvagia,,female,,–,,,,,,,,Christian,,
23856,8dd82080-f98f-49f6-8a0f-3b21bc842281,P523,Selvagia Lercari ,Selvagia Lercari q. Gregorio,Lercari,nobiles,Selvagia,,female,,–1481,,,,1481,,,,Christian,,
23857,d86e560c-77a8-4a7b-b351-f150fff1a1b8,,Simone Lercari,,Lercari,nobiles,Simone,,male,,–1510,,,,,,1510,,Christian,,
23858,2669e2ca-4d00-4a07-b176-292be97102a4,P2288,Simone Lercari ,,Lercari,nobiles,Simone,,male,,–,,,,,,,,Christian,,
23859,ad6e709d-1429-4ae3-aa0d-cfcd56bd909b,P155,Tommaso Lercari ,,Lercari,nobiles,Tommaso,,male,,–,,,,,,,,Christian,,
23860,0c6819de-99d5-403a-b1b4-7c9ac910b088,P326,Tommaso Lercari ,Tommaso Lercari q. Giorgio Maria,Lercari,nobiles,Tommaso,,male,,–,,,,,,,,Christian,,
23861,4a3a5c74-48cf-4b9c-9612-ac4103c02208,P330,Tommaso Lercari ,Tommaso Lercari q. Giovanni Battista,Lercari,nobiles,Tommaso,,male,,–,,,,,,,,Christian,,
23862,cf26a8fe-c869-4369-9488-b5149e1c9448,P435,Tommaso Lercari ,,Lercari,nobiles,Tommaso,,male,,–,,,,,,,,Christian,,
23863,e1eb7061-059d-4725-b639-0bf2b44299ab,P1030,Ugone Lercari ,,Lercari,nobiles,Ugone,,male,,–,,,,,,,,Christian,,
23864,ed55d145-a99b-4806-bd4e-ea12723c2dcf,P753,Luigi Lipora de Cogoleto,,Lipora,,Luigi,Cogoleto,male,,–,,,,,,,,Christian,,
23865,dcb6f5c6-e2cf-4d9b-b638-135b84602dba,P1233,Raffaele Littardi de Nizza,,Littardi,,Raffaele,Nice,male,,–,,,,,,,,Christian,,
23866,424bd22e-ca8b-41d6-a42e-bcb1d2a2996e,,Giovanni Loggia,,Loggia,,Giovanni,,male,,1437–1457,,1437,,,,1457,,Christian,,
23867,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,,Girolamo Loggia,,Loggia,,Girolamo,,male,,1472–1512,,1472,,,,1512,,Christian,,
23868,8de135e8-9786-40ed-b638-182c9012f2ec,P2054,— Lomellini,— Lomellini q. Tobia,Lomellini,nobiles,—,,female,,1522–1553,,1522,,,,1553,,Christian,,
23869,bb9e8b78-bfd8-49b1-8efb-90b04cfe9867,P1087,Abraino Lomellini ,Abraino Lomellini q. Simone,Lomellini,nobiles,Abraino,,male,,–1352,,,,1352,,,,Christian,,
23870,d75bf206-9bb4-44f5-8f69-6d671742effb,P983,Adelasia Lomellini ,Adelasia Lomellini q. Ansaldo,Lomellini,nobiles,Adelasia,,female,,–1253,,,,,,1253,,Christian,,
23871,c56afacc-fa22-4d31-a7f9-377782727318,P992,Adelasia Lomellini ,Adelasia Lomellini q. Oberto da,Lomellini,nobiles,Adelasia,,female,,–1253,,,,,,1253,,Christian,,
23872,c6e80096-5df3-4088-aa38-0e81ec4a427b,P1084,Adriano Lomellini ,Adriano Lomellini q. Bonifacio,Lomellini,nobiles,Adriano,,male,,1343–1359,,1343,,,,1359,,Christian,,
23873,81e1abae-278f-4c5c-9290-a26d4f9f02ec,P1070,Agamennone Lomellini ,Agamennone Lomellini q. Angelo,Lomellini,nobiles,Agamennone,,male,,1343–1353,,1343,,,,1353,,Christian,,
23874,887e631e-94a6-421c-b43d-8499c376e46d,P1255,Agamennone Lomellini ,Agamennone Lomellini q. Egidio,Lomellini,nobiles,Agamennone,,male,,–,,,,,,,,Christian,,
23875,2ccd7242-6b53-4e86-81a8-0185bff88f6a,P826,Agnese Lomellini ,Agnese Lomellini q. Giacomo,Lomellini,nobiles,Agnese,,female,,–,,,,,,,,Christian,,
23876,958a9811-de13-497d-a58a-90cdb3a5dc8f,P125,Agostino Lomellini ,Agostino Lomellini q. Baldassare,Lomellini,nobiles,Agostino,,male,,1477–1538,,1477,,,,1538,,Christian,,
23877,b24233d2-e0b4-4700-a7d5-502c1f432d75,P1459,Agostino Lomellini ,Agostino Lomellini q. Ansaldo,Lomellini,nobiles,Agostino,,male,,1490–1533,,1490,,,,1533,,Christian,,
23878,a26f48da-6578-429e-9388-ec83cd3c0ead,P1466,Agostino Lomellini ,Agostino Lomellini q. Vincenzo,Lomellini,nobiles,Agostino,,male,,–1444,,,,,,1444,,Christian,,
23879,9e4f9084-3699-44a6-90ec-123dfc4a025a,P2131,Agostino Lomellini ,Agostino Lomellini q. Stefano,Lomellini,nobiles,Agostino,,male,,1586–1614,,1586,,,,1614,,Christian,,
23880,c26d02a7-b9d4-4620-9495-cbb7a657ef53,P2207,Agostino Lomellini ,Agostino Lomellini q. Paride,Lomellini,nobiles,Agostino,,male,,–,,,,,,,,Christian,,
