Omeka ID,cidoc-crm:P149_is_identified_by,name_pedigree,name_source,edgeName,cidoc-crm:P152_has_parent,UUID-target,name_target
23136,a4f379b8-8ae5-4363-8f0f-1a4a94c36197,— Camilla q. Enrico,— Camilla,—hasFather—>,23143,5e29aa7a-66be-4a9a-a6e1-01a0037e165f,Enrico Camilla 
23473,5f66e761-0641-464f-bd2a-582b557b6749,— Fieschi q. Daniele,— Fieschi,—hasFather—>,23468,2089d353-1df2-4293-a23a-c35722113005,Daniele Fieschi
23868,8de135e8-9786-40ed-b638-182c9012f2ec,— Lomellini q. Tobia,— Lomellini,—hasFather—>,25156,ebf1570c-a27e-4fa9-8562-e37f2b7d639d,Tobia Lomellini
23869,bb9e8b78-bfd8-49b1-8efb-90b04cfe9867,Abraino Lomellini q. Simone,Abraino Lomellini,—hasFather—>,25084,f80be426-53bd-4a9c-85df-9580bd4dbf20,Simone Lomellini
23518,0869a800-07e2-42ea-a7cd-8d3d26e47028,Abramo Garibaldi q. Beda,Abramo Garibaldi,—hasFather—>,23519,c322ae10-e1c0-42a8-acd1-e50325ebcbea,Beda Garibaldi
23823,eaeeda24-ab84-495d-bb3d-a7d5d8ed1306,Acellino Lercari q. Girolamo,Acellino Lercari,—hasFather—>,23840,b890122c-f020-4843-9720-e1c0c2b594c0,Girolamo Lercari
23870,d75bf206-9bb4-44f5-8f69-6d671742effb,Adelasia Lomellini q. Ansaldo,Adelasia Lomellini,—hasFather—>,23961,33628e9f-7fec-4dc7-be53-48ed2b163914,Ansaldo Lomellini
23871,c56afacc-fa22-4d31-a7f9-377782727318,Adelasia Lomellini q. Oberto da,Adelasia Lomellini,—hasFather—>,25234,fadebe02-ff24-43ce-90d4-9ad2d040a377,Oberto da Lumbello
23872,c6e80096-5df3-4088-aa38-0e81ec4a427b,Adriano Lomellini q. Bonifacio,Adriano Lomellini,—hasFather—>,24131,015408dc-f458-4dc3-8d2e-604d9c602d77,Bonifacio Lomellini
23873,81e1abae-278f-4c5c-9290-a26d4f9f02ec,Agamennone Lomellini q. Angelo,Agamennone Lomellini,—hasFather—>,23945,039500c1-943a-4095-b467-38d29bc27196,Angelo Lomellini
23874,887e631e-94a6-421c-b43d-8499c376e46d,Agamennone Lomellini q. Egidio,Agamennone Lomellini,—hasFather—>,24273,4e6b79bc-d87b-4288-a639-143a02dee20a,Egidio Lomellini
23875,2ccd7242-6b53-4e86-81a8-0185bff88f6a,Agnese Lomellini q. Giacomo,Agnese Lomellini,—hasFather—>,24426,5fbc2f69-94d3-4cd2-b1b1-ff6f58d11f9f,Giacomo Lomellini
23137,6b8ebdf7-0c6a-4544-8b64-91cb19764d62,Agostino Camilla q. Tedisio,Agostino Camilla,—hasFather—>,23151,f35202af-c960-4537-89bc-03c677dac832,Tedisio Camilla
23236,75cd7e68-7bfb-4f1f-9c5b-ad4f3a8cc5fb,Agostino Centurione Cantelli q. Giacomo,Agostino Centurione Cantelli,—hasFather—>,23255,4533eef1-68a5-4f90-8d9c-a478793341df,Giacomo Centurione Cantelli
25350,cba89d74-e1dc-458b-808e-04e77ccebf49,Agostino di Negro q. Benedetto di,Agostino di Negro,—hasFather—>,25356,89e39e7d-c1e0-467c-80a4-9110d5fe5f77,Benedetto di Negro
25351,5e7728eb-daaf-4931-84da-1dbc176ff5f3,Agostino di Negro q. Giuliano Andrea de,Agostino di Negro,—hasFather—>,25364,747b32d2-5090-429f-95ca-5fcb6c82785b,Giuliano Andrea de Negro
23327,c9f71f11-d853-43a8-a938-b409344261b1,Agostino Doria q. Brancaleone,Agostino Doria,—hasFather—>,23357,f60f83dc-a4a4-49e5-8ac3-8f38ae407696,Brancaleone Doria
23877,b24233d2-e0b4-4700-a7d5-502c1f432d75,Agostino Lomellini q. Ansaldo,Agostino Lomellini,—hasFather—>,23957,4d6c078a-b041-401b-82ba-4cd06f85d029,Ansaldo Lomellini
23876,958a9811-de13-497d-a58a-90cdb3a5dc8f,Agostino Lomellini q. Baldassare,Agostino Lomellini,—hasFather—>,24010,4990db49-1500-47dd-8a97-0e86573ec128,Baldassare Lomellini
23892,014ae0aa-db22-4ef2-b76f-91dc7778be3f,Agostino Lomellini q. Battista,Agostino Lomellini,—hasFather—>,24077,b69abc3a-5c09-482b-9c26-a822fe3665b7,Battista Lomellini
23884,fefe1ce2-858a-4e47-8fb4-64444ff1642d,Agostino Lomellini q. Bonifacio,Agostino Lomellini,—hasFather—>,24132,136d86e1-330a-405e-91a9-ea7305ed7851,Bonifacio Lomellini
23887,8dc6ac24-99f7-45cd-90e0-e68162c3afff,Agostino Lomellini q. Bonifacio,Agostino Lomellini,—hasFather—>,24130,d38db898-243b-477b-9615-61f6898b5243,Bonifacio Lomellini
23891,a8ae7faa-7784-447d-a104-2d463af3ab90,Agostino Lomellini q. Cattaneo,Agostino Lomellini,—hasFather—>,24205,383f1a9d-bcc6-4568-bcfb-cd6f2285e9f6,Cattaneo Lomellini
23889,7bc172b6-8b9d-495a-a19f-e5059d5f4a2b,Agostino Lomellini q. Cesare,Agostino Lomellini,—hasFather—>,24209,5241eadf-369b-4320-b577-26c7e3d3bf0a,Cesare Lomellini
23886,c5a25424-38aa-4724-ad04-30eca9d71dd8,Agostino Lomellini q. Domenico,Agostino Lomellini,—hasFather—>,24266,02b5abfe-cb81-43a9-be1b-c1e12f0d6a00,Domenico Lomellini
23885,001dbea9-28d2-4476-9dbd-b610903c6550,Agostino Lomellini q. Filippo,Agostino Lomellini,—hasFather—>,24312,e2df4018-7bff-4757-a66b-7f88e837f5d9,Filippo Lomellini
23893,a473981c-5b0d-4424-8c37-246b076b5cec,Agostino Lomellini q. Giacomo,Agostino Lomellini,—hasFather—>,24426,5fbc2f69-94d3-4cd2-b1b1-ff6f58d11f9f,Giacomo Lomellini
23883,626ca1ff-3445-473b-8742-01250f3d807a,Agostino Lomellini q. Giacomo,Agostino Lomellini,—hasFather—>,24425,f971d052-775d-441e-8a1d-4123c22e8cc1,Giacomo Lomellini
23881,1a2434cc-94a8-4a16-af99-1393c6f0c787,Agostino Lomellini q. Giovanni Battista,Agostino Lomellini,—hasFather—>,24494,4cf226b9-b665-414a-863a-cd95006a7819,Giovanni Battista Lomellini
23890,3e5f9e0d-849a-4687-8431-37e24a383491,Agostino Lomellini q. Giovanni Battista,Agostino Lomellini,—hasFather—>,24485,e695fd9f-7a32-43c7-8717-731ebe4124dc,Giovanni Battista Lomellini
23888,f6e0a5cc-a400-4470-98e9-8aa4dc74cb17,Agostino Lomellini q. Meliaduce,Agostino Lomellini,—hasFather—>,24848,2931a1b4-7519-49cd-9b3d-dd2100d1f028,Meliaduce Lomellini
23882,beeb1302-f9fd-4edf-9816-75b389a474be,Agostino Lomellini q. Niccolò,Agostino Lomellini,—hasFather—>,24878,c8c05479-0cdd-4c48-9360-f417e3b79d8d,Niccolò Lomellini
23880,298db106-0904-4bee-81be-170ab6d998de,Agostino Lomellini q. Paride,Agostino Lomellini,—hasFather—>,24967,df1c45f9-9ea6-406d-a8ff-1ab5bb01e79a,Paride Lomellini
23894,c26d02a7-b9d4-4620-9495-cbb7a657ef53,Agostino Lomellini q. Paride,Agostino Lomellini,—hasFather—>,24966,e14f6d14-55c1-46fc-abb1-8a7f8055ee67,Paride Lomellini
23879,9e4f9084-3699-44a6-90ec-123dfc4a025a,Agostino Lomellini q. Stefano,Agostino Lomellini,—hasFather—>,25113,ffdc385f-8980-490b-968a-3ff940574328,Stefano Lomellini
23878,a26f48da-6578-429e-9388-ec83cd3c0ead,Agostino Lomellini q. Vincenzo,Agostino Lomellini,—hasFather—>,25204,50aba33f-3f24-48b2-9345-c4f4b3decd6b,Vincenzo Lomellini
25334,c2e07739-292e-4023-8451-5f9ea64e635d,Agostino Maruffo q. Goffredo,Agostino Maruffo,—hasFather—>,25339,ec564471-27eb-4e67-94b4-0d731b1ee2ea,Goffredo Maruffo
25410,2bbe68c9-3e12-4117-b1af-26b2311eccdd,Agostino Pallavicini q. Stefano,Agostino Pallavicini,—hasFather—>,25434,3e3cbf36-be4b-4348-a542-f7747ab39167,Stefano Pallavicini
25459,0855a925-4fad-48fa-9413-e3395de2e47e,Agostino Pietrasanta q. Taddeo,Agostino Pietrasanta,—hasFather—>,25460,9d780fa8-06f9-472b-b735-7ea7c7f81bea,Taddeo Pietrasanta
25590,5e093237-f2b6-4f19-8a52-75fb7bf3ce2e,Agostino Spinola q. Bartolommeo,Agostino Spinola,—hasFather—>,25614,b6c55f17-a491-4d9e-a713-37b65a9cc9b0,Bartolommeo Spinola
25591,0abb1922-153d-431b-8e33-c8cbb09dc002,Agostino Spinola q. Cristoforo,Agostino Spinola,—hasFather—>,25648,f12173fb-e688-4340-bc7d-05e52f828dd7,Cristoforo Spinola
25592,962f4e98-ab43-4520-bdf2-c1760fc5d723,Agostino Spinola q. Francesco,Agostino Spinola,—hasFather—>,25669,27b3d8d6-9b9f-4152-9a38-fd2aa649e96a,Francesco Spinola
23895,6bcf1ce8-86ad-456c-ac92-56e9f648bc46,Aiguina Lomellini q. Ughetto,Aiguina Lomellini,—hasFather—>,25189,76dc5b66-25d5-4e8d-889d-54c75f9fe3e2,Ughetto Lomellini
23896,88aa40ca-cecf-4fbf-ac47-4fd91e481546,Aimone Lomellini q. Giorgio,Aimone Lomellini,—hasFather—>,24453,9d8d46c1-e752-47bc-b440-8af90344fde9,Giorgio Lomellini
23897,b89ca634-e70a-40a9-99a6-0f44675e5d76,Alaona Lomellini q. Simone,Alaona Lomellini,—hasFather—>,25084,f80be426-53bd-4a9c-85df-9580bd4dbf20,Simone Lomellini
23329,a91c926b-a618-4892-a486-a110925c993b,Alaone Doria q. Giorgio,Alaone Doria,—hasFather—>,23385,e3a71623-dcff-47c5-9c7d-020087c35bad,Giorgio Doria
23899,20e944ff-6fa8-408b-a1ee-ca51d15a4d90,Alaone Lomellini q. Baliano,Alaone Lomellini,—hasFather—>,24011,f361464b-873d-4eb1-9f42-66f54dbcbb3c,Baliano Lomellini
23898,e35c2aa4-0d46-496e-aaac-06af7d7f74e6,Alaone Lomellini q. Bartolommeo,Alaone Lomellini,—hasFather—>,24025,693457bf-fe82-40c3-91ac-df1010f87582,Bartolommeo Lomellini
23900,f5067f50-faa0-43d7-8416-57ccfe803207,Alberto Lomellini q. Onofrio,Alberto Lomellini,—hasFather—>,24927,704cc0a9-2c65-4872-89c6-b992e42ad33a,Onofrio Lomellini
25411,f6cf186d-bc9a-4c2e-9111-76623e8a5fb0,Alerame Pallavicini q. Tobia,Alerame Pallavicini,—hasFather—>,25436,7d637e41-12e0-41f1-b291-5963aa4a5341,Tobia Pallavicini
23642,82414210-aff5-4c5d-977e-74eeee5df3ae,Alessandro Grimaldi q. Pier Francesco,Alessandro Grimaldi,—hasFather—>,23705,b9d9376e-34b3-4a52-b77d-ade5d06c0994,Pier Francesco Grimaldi
23824,5cb84df3-f441-4c32-8ea3-99d3446f00f4,Alessandro Lercari q. Luciano,Alessandro Lercari,—hasFather—>,23850,85e96cd7-06c2-4de3-a668-6bd8027532bf,Luciano Lercari
23901,85915931-0988-4e37-959a-2d2d8f2ffd31,Alessandro Lomellini q. Corrado,Alessandro Lomellini,—hasFather—>,24226,3fbf27a0-952d-46ee-8414-2c62dcd49caa,Corrado Lomellini
23904,cd4e9916-251d-45bd-a526-323649dbbd93,Alessandro Lomellini q. Girolamo,Alessandro Lomellini,—hasFather—>,24559,3e57fa70-dc83-4eae-97e3-7984915bcdca,Girolamo Lomellini
23902,da9aebdf-fa23-422d-a982-af59e39aff95,Alessandro Lomellini q. Manfredo,Alessandro Lomellini,—hasFather—>,24749,f75a14af-9e32-4e8a-8029-0615033fc37f,Manfredo Lomellini
23903,f5280aae-5ea7-4eee-b054-4396e00a9b59,Alessandro Lomellini q. Paride,Alessandro Lomellini,—hasFather—>,24966,e14f6d14-55c1-46fc-abb1-8a7f8055ee67,Paride Lomellini
23905,015dbdd5-2c35-4d1f-808f-b07a4c08c3fa,Aloana Lomellini q. Antonio,Aloana Lomellini,—hasFather—>,23974,37b58897-1c03-46f9-9ef9-246e09b8cef2,Antonio Lomellini
23180,595e3ae2-bdae-4127-ba4d-7c67a227903f,Alterisia de Castro q. Oliverio de,Alterisia de Castro,—hasFather—>,23183,2eab3cab-3eb7-4a9c-bf03-637a024bdd37,Oliverio de Castro
25278,0efc2e69-eb99-42ae-b1bc-87673778999a,Alterisia de Marini q. Evangelista de,Alterisia de Marini,—hasFather—>,25298,64e2bf16-edb4-48d3-8b98-8f80c671c43b,Evangelista de Marini
23906,0aa4ef3b-5395-4f4a-8fb2-8647be354cf2,Ambaldo Lomellini q. Babilano,Ambaldo Lomellini,—hasFather—>,24002,620c1026-7ee5-4b44-9099-f0942ba058c3,Babilano Lomellini
23237,9cfa22d9-2ef0-4890-b984-17c336f96a1e,Ambrogio Centurione Cantelli q. Antonio,Ambrogio Centurione Cantelli,—hasFather—>,23238,a2178c62-7f31-46ed-bf2e-e55cfa9b1aa8,Antonio Centurione Cantelli
23747,3b4e5737-c1b5-4465-accd-0d7056659f8c,Ambrogio Ittaliano Mignardi q. Bartolommeo,Ambrogio Ittaliano Mignardi,—hasFather—>,23754,061b0f7b-06ad-484e-943c-79969e1ab84d,Bartolommeo Ittaliano Mignardi
23914,7bcd861a-b348-49de-aa25-dcad1e172891,Ambrogio Lomellini q. Antoniotto,Ambrogio Lomellini,—hasFather—>,23981,6277773f-45f8-48e3-8ccd-8444263a6c9e,Antoniotto Lomellini
23907,64d1de39-0034-40b8-b4fa-e23b50749a27,Ambrogio Lomellini q. Baldassare,Ambrogio Lomellini,—hasFather—>,24010,4990db49-1500-47dd-8a97-0e86573ec128,Baldassare Lomellini
23915,4b66d7af-a4fc-40f9-90bb-4f6ffb39e693,Ambrogio Lomellini q. Bonifacio,Ambrogio Lomellini,—hasFather—>,24131,015408dc-f458-4dc3-8d2e-604d9c602d77,Bonifacio Lomellini
23913,1d3971be-bef5-4b7f-a69d-b20228560275,Ambrogio Lomellini q. Bonifacio,Ambrogio Lomellini,—hasFather—>,24132,d38db898-243b-477b-9615-61f6898b5243,Bonifacio Lomellini
23912,09066f8e-a1b4-42da-95b2-82ccfe3835db,Ambrogio Lomellini q. Filippo,Ambrogio Lomellini,—hasFather—>,24312,e2df4018-7bff-4757-a66b-7f88e837f5d9,Filippo Lomellini
23916,9ceecfb5-45fe-4624-98de-111417fe6d65,Ambrogio Lomellini q. Girolamo,Ambrogio Lomellini,—hasFather—>,24561,91840a57-c80a-4d7d-bf57-0e6c037b5ac6,Girolamo Lomellini
23910,806a9714-8c3e-4396-a356-9cea0ff9c8fe,Ambrogio Lomellini q. Goffredo,Ambrogio Lomellini,—hasFather—>,24605,753e8caf-fdf3-4a07-bccf-577eb1d0ebda,Goffredo Lomellini
23911,4229d742-9e08-4999-880f-ad3ac2623dd7,Ambrogio Lomellini q. Lazzaro,Ambrogio Lomellini,—hasFather—>,24649,eabd5f0c-8824-4529-86e9-8585430f30db,Lazzaro Lomellini
23909,892e6997-32eb-4adc-b70c-d82cd615eaca,Ambrogio Lomellini q. Valentino,Ambrogio Lomellini,—hasFather—>,25192,efd24919-d884-4237-9b0a-7e279d1dd3f7,Valentino Lomellini
23908,6303ba3e-5dc8-45eb-97e2-9e0df3c03198,Ambrogio Lomellini q. Vincenzo,Ambrogio Lomellini,—hasFather—>,25204,50aba33f-3f24-48b2-9345-c4f4b3decd6b,Vincenzo Lomellini
25465,057a04ab-d78e-4966-93c6-e1b4474dabcd,Ambrogio Pinelli Ardimento q. Lodisio,Ambrogio Pinelli Ardimento,—hasFather—>,25483,3370774f-2bea-431f-a631-2f1e6e91db38,Lodisio Pinelli Ardimento
25529,778567e6-f775-4707-af2b-b12f5c8cc8bb,Ambrogio Salvago Nepitelli q. Giuliano,Ambrogio Salvago Nepitelli,—hasFather—>,25542,604060e1-b789-40cc-97f7-904ab33d461a,Giuliano Salvago Nepitelli
25528,293c9e33-7974-435a-92f4-d9572893a0a3,Ambrogio Salvago q. Francesco,Ambrogio Salvago,—hasFather—>,25538,35481783-fb1b-4376-b922-a6e62ef807e9,Francesco Salvago
25598,b6e7d38d-916f-4781-aaf7-7eebaef96703,Ambrogio Spinola q. Giannotto,Ambrogio Spinola,—hasFather—>,25677,a5b57945-0135-44cd-b208-d19c2a2d9599,Giannotto Spinola
25599,5ec6710d-47dc-4178-a1e7-198c9d478d6f,Ambrogio Spinola q. Stefano,Ambrogio Spinola,—hasFather—>,25779,81499413-4720-4b56-8983-cce4fceb7de8,Stefano Spinola
25222,5e754b41-d40c-473d-b42d-d55115e70d03,Amico da Lumbello q. Ugone da,Amico da Lumbello,—hasFather—>,25238,cc6d0100-dbe9-42e7-a087-b88b4a7d1626,Ugone da Lumbello
23917,ebf38c54-7384-40e8-a7a4-e239d1a59214,Andalò Lomellini q. Ambrogio,Andalò Lomellini,—hasFather—>,23915,4b66d7af-a4fc-40f9-90bb-4f6ffb39e693,Ambrogio Lomellini
23918,a2bd8405-d129-46a4-8f98-896d3c6a0323,Andalò Lomellini q. Antoniotto,Andalò Lomellini,—hasFather—>,23981,6277773f-45f8-48e3-8ccd-8444263a6c9e,Antoniotto Lomellini
23919,d26b80fa-194c-4962-ace2-d141f3536c34,Andalò Lomellini q. Matteo,Andalò Lomellini,—hasFather—>,24839,12b13176-0d70-4fea-8ac9-d142db866871,Matteo Lomellini
23332,b7b1dd88-a68c-4c6a-ab5d-5f28e0d559e0,Andrea Doria q. Giovanni Andrea,Andrea Doria,—hasFather—>,23387,23970b9f-1d76-4e9c-bfe8-4093f913ef8a,Giovanni Andrea Doria
23749,09f088f8-d2d2-4f16-8011-139efe196cde,Andrea Ittaliano Lavaggi q. Antoniotto,Andrea Ittaliano Lavaggi,—hasFather—>,23752,c513e7ba-6d67-4b65-9d8f-2c6255bddd76,Antoniotto Ittaliano Lavaggi
23927,7c665ee7-aba3-44cb-9794-0186c9c6a2f4,Andrea Lomellini q. Agostino,Andrea Lomellini,—hasFather—>,23892,014ae0aa-db22-4ef2-b76f-91dc7778be3f,Agostino Lomellini
23928,146d9e63-06fa-421a-aba4-3371883b7eff,Andrea Lomellini q. Ansaldo,Andrea Lomellini,—hasFather—>,23961,33628e9f-7fec-4dc7-be53-48ed2b163914,Ansaldo Lomellini
23921,f5e51b02-7f30-4ca6-b5cf-bca82d36ca4e,Andrea Lomellini q. Benedetto,Andrea Lomellini,—hasFather—>,24087,3f5db476-2a1c-484e-9861-c11f0af70c1b,Benedetto Lomellini
23925,a8e13987-b871-48e8-a42b-716d328ac177,Andrea Lomellini q. Giannotto,Andrea Lomellini,—hasFather—>,24435,3b0f103c-0a17-47a6-aa99-a023c510c1b3,Giannotto Lomellini
23920,a153c4be-543c-48cf-9e5a-ff5cbf0a83b7,Andrea Lomellini q. Giovanni Battista,Andrea Lomellini,—hasFather—>,24472,f76b4228-f4ce-4073-9a2d-ae944476170f,Giovanni Battista Lomellini
23924,ca7a02ec-7eae-4fba-aab5-06d83bd91e76,Andrea Lomellini q. Girolamo,Andrea Lomellini,—hasFather—>,24559,3e57fa70-dc83-4eae-97e3-7984915bcdca,Girolamo Lomellini
23923,7b76aaae-4763-4310-a8a8-5fc2aac120ad,Andrea Lomellini q. Napoleone,Andrea Lomellini,—hasFather—>,24860,cb7e721c-ceb9-472d-8745-a780774d182b,Napoleone Lomellini
23926,9796d888-3274-4d95-95e6-e759b0fd96fe,Andrea Lomellini q. Pantaleo,Andrea Lomellini,—hasFather—>,24954,8ced19aa-bae2-417d-a6ef-b54efc2bcc20,Pantaleo Lomellini
23922,cabb7f78-b8ac-43aa-99bd-b9b038bd9da3,Andrea Lomellini q. Simone,Andrea Lomellini,—hasFather—>,25081,667d003d-da07-4f51-a385-1eed30194467,Simone Lomellini
25412,68dcb8aa-8145-4c82-8957-653464fc3370,Andrea Pallavicini q. Luigi,Andrea Pallavicini,—hasFather—>,25426,b1ac1229-3b21-49e5-8fe2-8f0c194323f4,Luigi Pallavicini
25602,2edb8f6e-70a9-47d2-a983-da86a704461c,Andrea Spinola q. Alessandro,Andrea Spinola,—hasFather—>,25595,e113ca15-de37-4fc3-b5c4-c04b808b4f30,Alessandro Spinola
25604,85c15da4-04b0-4115-908d-ce61f0d357a3,Andrea Spinola q. Martino,Andrea Spinola,—hasFather—>,25741,87cfcdfc-4fc2-4971-85bf-ae25e6b52e29,Martino Spinola
25603,b40df6c7-5a37-4918-80bf-4b0fa61ecbc2,Andrea Spinola q. Napoleone,Andrea Spinola,—hasFather—>,25744,70494831-f16a-4e90-8398-abfb610bacf5,Napoleone Spinola
25223,8394056a-afe7-48df-9002-ee9218ed252a,Andreola da Lumbello q. Ugone da,Andreola da Lumbello,—hasFather—>,25238,cc6d0100-dbe9-42e7-a087-b88b4a7d1626,Ugone da Lumbello
25251,fa8d78ee-ba59-49ac-9c8d-31464802242c,Andreola de Mari q. Niccolò de,Andreola de Mari,—hasFather—>,25267,c2471ee3-8539-4b62-bf14-c253cf218232,Niccolò de Mari
23643,53372738-2155-4f11-972f-ade73df97eba,Andreola Grimaldi q. Giovanni Battista,Andreola Grimaldi,—hasFather—>,23678,52b44f44-4703-4da7-a6d0-6afa39cc9bdd,Giovanni Battista Grimaldi
23930,1d5234a6-8656-4484-9264-b3e1a8adc102,Andreola Lomellini q. Babilano,Andreola Lomellini,—hasFather—>,24001,cf9e5c47-bb66-40ea-8645-931941545738,Babilano Lomellini
23932,b3dcd007-badb-4dec-abe3-039ef462f0cf,Andreola Lomellini q. Benedetto,Andreola Lomellini,—hasFather—>,24101,73612254-46a3-4eb7-8917-a5bd03260f06,Benedetto Lomellini
23929,09de5ca1-a5af-460f-83c8-638d26eb5553,Andreola Lomellini q. Francesco,Andreola Lomellini,—hasFather—>,24327,2a06fbe5-a9ee-4a6c-9004-6ada6c0e8957,Francesco Lomellini
23931,9ce474cf-76c9-45f3-b6e8-08413fd09ff6,Andreola Lomellini q. Marco,Andreola Lomellini,—hasFather—>,24756,4b645bfc-bb9f-4e0d-a64d-6031981f8bfe,Marco Lomellini
23933,b7fc6562-469b-4a15-9303-5c70160ec4e1,Andreola Lomellini q. Matteo,Andreola Lomellini,—hasFather—>,24839,12b13176-0d70-4fea-8ac9-d142db866871,Matteo Lomellini
25606,3918a8ed-3761-4ed7-99a2-6a3f58c999bd,Andreola Spinola q. Giannotto,Andreola Spinola,—hasFather—>,25679,4df7fd90-9798-4321-ac46-c06ed40b6a0e,Giannotto Spinola
23934,41384172-e91f-4462-ac12-20b91890a9d4,Andreolo Lomellini q. Boarello,Andreolo Lomellini,—hasFather—>,24127,568cebbc-6e76-47ed-9d3f-1141fa489876,Boarello Lomellini
23935,7de1ccfa-9f75-483c-b7a7-f00724a79c8b,Andreolo Lomellini q. Giovanni,Andreolo Lomellini,—hasFather—>,24526,057d01e8-2462-45df-8980-cb1d3f5eea3c,Giovanni Lomellini
23937,30de5a23-9986-4b46-af74-6424a980eccf,Anfreone Lomellini q. Daniele,Anfreone Lomellini,—hasFather—>,24254,8e2a79c6-e3bb-40d8-9203-7066409ef6a1,Daniele Lomellini
23936,ce13021f-628d-4c8f-9ee4-bad5221572c1,Anfreone Lomellini q. Morvello,Anfreone Lomellini,—hasFather—>,24857,2c670fbc-56fc-4976-87e6-82d51d72a9b3,Morvello Lomellini
25253,ccb71fff-1b5d-4e75-824d-80c87b89d253,Angela de Mari q. Ottavio de,Angela de Mari,—hasFather—>,25270,8214ab5f-eee7-4bcb-8fc2-c5f427b04e36,Ottavio de Mari
23938,c82d6560-73f1-4527-b9dd-895321376c3d,Angela Lomellini q. Antoniotto,Angela Lomellini,—hasFather—>,23982,93edd262-93c2-4d53-a5c4-d018fb2c97bc,Antoniotto Lomellini
25353,59a9c70e-8e02-4855-92a6-4bd90a2e9376,Angelo di Negro q. Bonifacio di,Angelo di Negro,—hasFather—>,25357,7d4d80b9-e553-41d8-9253-3ff4f51ecffe,Bonifacio di Negro
23939,6ccd00f9-ba0a-42b1-9c7f-57cfa24c1b14,Angelo Giovanni Lomellini q. Imperiale,Angelo Giovanni Lomellini,—hasFather—>,24626,1d9ee6d9-3ff6-4097-91e7-3bb10ec6c423,Imperiale Lomellini
23645,15aa2cad-69d6-4898-a8d5-3ea2ea35ec6a,Angelo Grimaldi Cebà q. Angelo,Angelo Grimaldi Cebà,—hasFather—>,23646,f1430d78-0c54-44b7-b132-2a1be1d94b95,Angelo Grimaldi Cebà
23647,f90b9e96-ed8b-4846-b5f5-41abd205207f,Angelo Grimaldi Cebà q. Niccolò,Angelo Grimaldi Cebà,—hasFather—>,23699,ad466a44-933f-4ce8-9739-415e1393c5cc,Niccolò Grimaldi Cebà
23825,ab2aed0a-0a42-4179-8f87-91de668377cb,Angelo Lercari q. Luca,Angelo Lercari,—hasFather—>,23848,b0f0cd4d-83b7-4ca6-8213-c6658e0dffe0,Luca Lercari
23942,431a4725-e53e-4637-9838-99e544cb395d,Angelo Lomellini q. Agostino,Angelo Lomellini,—hasFather—>,23877,b24233d2-e0b4-4700-a7d5-502c1f432d75,Agostino Lomellini
23941,cdff68fa-95f4-4e17-ae2a-f6d99ff0fc6b,Angelo Lomellini q. Cristoforo,Angelo Lomellini,—hasFather—>,24245,bf54c0a4-db4e-4b4b-a25a-1edb1f2484ea,Cristoforo Lomellini
23946,3d3bd756-f08f-4958-b349-e1cf6ef4e53a,Angelo Lomellini q. Girolamo,Angelo Lomellini,—hasFather—>,24559,3e57fa70-dc83-4eae-97e3-7984915bcdca,Girolamo Lomellini
23940,d0df3835-edf1-4ad5-b9f7-0cf5d7cf1b12,Angelo Lomellini q. Niccolò,Angelo Lomellini,—hasFather—>,24889,2a2a2088-37eb-4555-9f5b-55ab984b312c,Niccolò Lomellini
23944,994934c9-0ae8-4d55-8cf3-866d3942eb86,Angelo Lomellini q. Niccolò,Angelo Lomellini,—hasFather—>,24877,743da6cc-b96f-4bb5-93bb-7acad119fea3,Niccolò Lomellini
23943,ffe7b54d-3e00-44e8-95c3-fab5aade6774,Angelo Lomellini q. Nicolosio,Angelo Lomellini,—hasFather—>,24908,4215c9ee-97e1-42bf-9111-5d061ce64770,Nicolosio Lomellini
23945,039500c1-943a-4095-b467-38d29bc27196,Angelo Lomellini q. Pietrino,Angelo Lomellini,—hasFather—>,25022,2cc1be33-1085-403c-b90f-b19e3907c8b4,Pietrino Lomellini
25468,ef1ea5d9-63c0-43d6-b6ad-3a3e1cad7aeb,Angelo Pinelli q. Aimone,Angelo Pinelli,—hasFather—>,25464,20277f2f-be8c-4e8f-97c3-94a7fc069dc7,Aimone Pinelli
25572,d99defea-93d9-4c0b-bd2c-2e3ab08114f7,Angelo Scotto q. Ottobono,Angelo Scotto,—hasFather—>,25573,a0a6bf4c-8b5d-4ef5-9de8-faddafa9927a,Ottobono Scotto
23950,3c785854-dd87-4412-9ecb-e1ccd07fea98,Anna Lomellini q. Bernardo,Anna Lomellini,—hasFather—>,24109,c280aef4-491b-43f2-8dfe-ac0fbfffd6ae,Bernardo Lomellini
23947,ca2269ee-d4fd-430a-9b7b-6cd64ae2d8c7,Anna Lomellini q. Niccolò,Anna Lomellini,—hasFather—>,24885,17673802-5664-430f-979d-66b05b0097c8,Niccolò Lomellini
23949,27bd0a49-86c2-48ce-9c17-534e7510759d,Anna Lomellini q. Stefano,Anna Lomellini,—hasFather—>,25115,9fbb5169-a638-4dd5-a4ca-1ee1814c7163,Stefano Lomellini
23948,56b8b21d-cc59-4ed3-a8cc-364fa02db7a8,Anna Lomellini q. Tommaso,Anna Lomellini,—hasFather—>,25175,56d7f9d7-bace-4980-9dda-29c6999c25f1,Tommaso Lomellini
