omeka-IDsource,cidoc-crm:P149_is_identified_by,name_source,edge,cidoc-crm:P152_has_parent,targetID,name_target
24588,1e45cc85-b3bd-48ad-8436-7beb2c507c74,Giulia Lomellini,—hasMother—>,23315,922e0f97-6693-4dfe-8ebc-7a0f520c69e2,— Crivelli della Spezia
24607,1e77f6a1-90ec-490f-8183-3e0efb843f9c,Gregorio Lomellini,—hasMother—>,23656,5aba82b9-b3fc-423a-9179-fb52995e7a30,Battina Grimaldi Oliva
24574,1e792ee6-6c78-4a1d-8313-d81bacd4ec9f,Gironima Lomellini,—hasMother—>,25544,04dbe16b-76fd-48f5-9212-4f48efe6eba1,Maria Salvago Nepitelli
24718,1e80462a-8f0a-4262-93db-31aae8914b07,Luciano Lomellini,—hasMother—>,23026,028bd9c3-794a-4594-b344-cb62e48e1da4,Lucia —
24214,1ef01fac-1d75-4a01-a9dc-9311b1bdfe31,Chiara Lomellini,—hasMother—>,23286,6573ec60-bb5b-4fdb-b413-71b00b402f6e,Bartolommea Cicala
24258,1ef7f513-9521-45de-be28-331196f42a0d,Demetrio Lomellini,—hasMother—>,24626,1d9ee6d9-3ff6-4097-91e7-3bb10ec6c423,Imperiale Lomellini
24321,1f6533e3-5f0c-4c57-b5e3-71cd90f07497,Filippo Lomellini,—hasMother—>,23933,b7fc6562-469b-4a15-9303-5c70160ec4e1,Andreola Lomellini
25107,1fe75e5e-4a72-4c92-b0c6-c84d5050877c,Stefano Lomellini,—hasMother—>,23435,a424676d-970d-496c-b294-9bb4d8b8e46c,Pietra Doria
24835,203b7eb3-503c-40ce-9a31-fdf7bd1d1319,Martino Lomellini,—hasMother—>,23206,c70cf9f9-a298-49b3-804b-a4e96939b64c,Gironima Cattaneo Mallone
24798,20dd611f-0394-4249-a523-3e66af6b6d0f,Maria Lomellini,—hasMother—>,23659,2552b322-281d-41e7-ac4c-211f4c9b58c0,Bianca Grimaldi Oliva
23899,20e944ff-6fa8-408b-a1ee-ca51d15a4d90,Alaone Lomellini,—hasMother—>,23036,6694b635-2ab0-452c-8619-4e84efe2ae7f,Odina —
24039,2106be17-c277-483c-9443-a698f50a59ad,Bartolommeo Lomellini,—hasMother—>,23987,5a7d8ea1-2a3c-43ca-8f70-7661cabfb119,Argenta Lomellini
25171,21459f0f-b43f-41fd-bb26-650fd891e6ad,Tommasina Lomellini,—hasMother—>,25816,868a0092-6352-4d4b-95f3-959b7e619b6e,Brigida Usodimare
24886,2165c6b6-b741-4849-a01f-1e6b58ac351c,Niccolò Lomellini,—hasMother—>,25828,a6934968-a47e-45ac-b0b9-908eb4343b27,Orietta Usodimare
24193,21c3189a-7ea5-45d1-be7b-6cb1de96eb1f,Caterina Lomellini,—hasMother—>,25885,fb808123-abc2-4af1-9e2c-713a454e8640,Violante Vivaldi
25110,21faf446-18bb-4f8c-a0d3-e8f919dfa025,Stefano Lomellini,—hasMother—>,24571,4f7a073b-5551-4233-9f01-5ddd8991e3f2,Gironima Lomellini
24163,221085d3-435a-4d7c-99cc-b23ead553d89,Carlo Lomellini,—hasMother—>,25241,6f2a7a97-912a-42f0-958f-3b6a14280836,Maddalena Maggiolo
24713,224b113e-b3bf-4dd4-9528-8f3db8b1ba28,Luchina Lomellini,—hasMother—>,24939,05ab32b3-aac9-4695-85eb-80e828a596ff,Orietta Lomellini
24429,228bbbf9-cdf4-4cc1-9bf6-c8e857c4c017,Giacomo Lomellini,—hasMother—>,25738,8bff2fda-fcd5-4bee-bdad-a970c5897828,Maria Spinola
24455,2293a4b3-3735-400c-b1d7-7ccb4bd1404e,Giorgio Lomellini,—hasMother—>,25375,323f177a-2bf3-4c86-9120-fd883f493288,Teodora di Negro
25232,22c76982-223f-4c65-bd97-72b812a5a2d1,Lanfranco da Lumbello,—hasMother—>,23175,f16e51dd-6f62-4887-9dfd-fb888f9c9df4,Giacoba Cartagenia
24620,22cc1c48-1225-4878-89a2-f1bc55d6225f,Guglielmo Lomellini,—hasMother—>,23001,f10b1446-eda1-4eb8-8443-7c1cef76d2b8,Attilia —
24652,22def64e-1fd9-4c3c-99dc-c25534bcdc2d,Lazzaro Lomellini,—hasMother—>,23174,1ee4d293-f09f-4f49-a3c2-b49a484dac2a,Maria del Carretto
24079,22f76b8e-6ff8-4a67-b3e0-61ff5664a40a,Belmosto Lomellini,—hasMother—>,23018,3e99b304-3f0c-42bf-a7fc-09ca188b36a4,Giulia —
25212,2310c609-c2a3-4c73-bd51-aea763f1966b,Violante Lomellini,—hasMother—>,24787,18cfbddf-3826-4ef7-b367-a04e67cc325d,Maria Lomellini
24263,2330bbb9-e189-45cd-b0f9-cdf36c307779,Domenico Lomellini,—hasMother—>,25145,af699fe8-e7a7-42eb-8e73-687861653d6a,Teodora Lomellini
24195,2355ccd2-cf9b-4f3d-86f0-58b5ca463949,Caterina Lomellini,—hasMother—>,25847,0db30427-8b7e-4fac-b2b4-71381b0b9082,Barbara Vivaldi
24766,23d2651c-3828-49fa-9d24-916524c66542,Margaritta Lomellini,—hasMother—>,23584,7627597b-e671-4c63-bb39-7c481fffdf07,Selvagia Gentile Ricci
24674,242c7a60-e508-487b-83d6-fa482110cbc6,Lodisio Lomellini,—hasMother—>,23004,db535961-f6a8-444e-91c0-51ea9b8d8e91,Caterina —
24532,2434b5dc-d4f7-4276-9baa-62910d0dba5c,Giovanni Lomellini,—hasMother—>,23216,ebdf255a-0e41-4b3a-acce-2b7f95e30ce0,Lucchina Cattaneo
24268,243e2aa4-764a-4f32-9c38-5b999138525e,Domenico Lomellini,—hasMother—>,25171,21459f0f-b43f-41fd-bb26-650fd891e6ad,Tommasina Lomellini
24476,2446e19f-9e4f-477f-8d3f-55b0fd5a589e,Giovanni Battista Lomellini,—hasMother—>,25878,57839e67-15ac-4d1b-a08b-b2478f7a3863,Peretta Vivaldi
24032,244dc398-033c-4f7a-901a-0bc4deefa00a,Bartolommeo Lomellini,—hasMother—>,23354,77c94fc6-a636-40d3-b5ad-9ff420296e74,Benedetta Doria
24063,2460a0ae-f666-431b-9ef3-54193d854dca,Battina Lomellini,—hasMother—>,25616,70a0c597-9362-41a7-968f-0a45ae1ba4fe,Battina Spinola
24931,24b1e68d-c1a5-40a3-bf16-7c2528d9b435,Orazio Lomellini,—hasMother—>,25746,0565e26c-5e2e-41d0-ae69-e03f5f843635,Niccoletta Spinola
24510,24f43815-ecf1-48a6-a1fc-36ff1543d743,Giovanni Francesco Lomellini,—hasMother—>,23220,861ed6af-8c57-4d74-af3a-676cbfeeb5b5,Maria Cattaneo
24199,24fc42e2-d7f1-42fa-a30b-a4fd311f1416,Catetta Lomellini,—hasMother—>,25370,8b96c638-79de-44a6-b0c6-cd3576b25630,Maria di Negro
24050,25042291-c1e5-4952-84d6-ff8c9368173c,Battina Lomellini,—hasMother—>,23821,b44a3d30-5a8b-4d74-8635-a9984298bc00,Ginevra Leccavello
24914,257599c6-a755-4b6b-8dd0-391e68f6fb5b,Oberto Lomellini,—hasMother—>,24155,c08335fe-9227-4fb5-874a-a8e43795e0a4,Caracosa Lomellini
25134,257ec7f5-24dd-4936-89d2-f5ac4312163b,Teodora Lomellini,—hasMother—>,23364,b2b96b56-fbbe-4f0c-9e6d-7324c9df69df,Chiara Doria
24570,25d0553b-aa21-453d-a280-c899b76e6b53,Gironima Lomellini,—hasMother—>,23133,6db335df-3f6c-4d43-b95b-ae7c96ad318e,Peretta Calvi
24384,260b7c67-25a0-4efd-95f1-df4e56bb1175,Galeotto Lomellini,—hasMother—>,25471,5ccc6f4e-d50d-4574-a06c-c12a2a2b31fa,Caterina Pinelli Ardimenti
25120,263fa9db-4b2e-4f77-bb3b-a7df5b2bcf3e,Susanna Lomellini,—hasMother—>,25076,c3421ea6-a506-40c5-a394-03b0110ee818,Simona Lomellini
25015,2646fb1d-5604-41fc-857f-6c4226afc26b,Pietra Lomellini,—hasMother—>,25577,10c0f47f-825e-4eb0-893a-58b916fe588e,Eliana Serra
24274,269574ec-063b-46b8-b8a9-74b48274ff06,Egidio Lomellini,—hasMother—>,25781,bf13e400-ebde-43aa-b0a9-1c04c2e2b725,Teodora Spinola
24508,26d4dd2b-b969-45d9-9909-48a3193b011a,Giovanni Benedetto Lomellini,—hasMother—>,25399,faffebcb-1164-43b0-8c1b-4943cfc1e81b,Maria Odone
24950,271ffab6-aa40-465c-8e23-93203f11a771,Ottobono Lomellini,—hasMother—>,25639,7f19ec94-bcd1-49c0-8451-1b69d267559a,Chiara Spinola
24104,276d0c2d-10e4-438b-b87f-6cf3675cd150,Benedetto Lomellini,—hasMother—>,25817,4741530e-b56b-46d2-9357-80a4e1ccb027,Brigida Usodimare
23949,27bd0a49-86c2-48ce-9c17-534e7510759d,Anna Lomellini,—hasMother—>,25655,13288196-f3e2-4ddb-ae3d-babd1e6ea971,Dorotea Spinola
24848,2931a1b4-7519-49cd-9b3d-dd2100d1f028,Meliaduce Lomellini,—hasMother—>,25545,0cc98a14-d151-4683-8e2a-808cc9fb02a0,Maria Salvago Nepitelli
24117,293e4b96-e3ce-426d-8a4b-ed0fef80d3a7,Bianca Lomellini,—hasMother—>,25337,9d5d1cd9-037d-4d0e-9d76-fa2d27a806bb,Giacoba Maruffo
23894,298db106-0904-4bee-81be-170ab6d998de,Agostino Lomellini,—hasMother—>,23584,7627597b-e671-4c63-bb39-7c481fffdf07,Selvagia Gentile Ricci
24099,29a681ef-832f-4623-b82f-1fefaf681174,Benedetto Lomellini,—hasMother—>,23115,18125c40-754a-44ef-a29e-a98fa60d7e79,Maddalena Brignole
24270,29d67342-a461-454b-a2fc-95bdf8902fec,Dorotea Lomellini,—hasMother—>,25655,13288196-f3e2-4ddb-ae3d-babd1e6ea971,Dorotea Spinola
24376,29f17f73-f75d-4810-9e34-5344508be21e,Gabriele Lomellini,—hasMother—>,25343,742f255d-2828-4b93-af60-671792739d3e,Pietra Maruffo
24424,29f46975-756a-4af8-8f30-6dde99c111b9,Giacomo Lomellini,—hasMother—>,25569,5bda94c8-8c15-4f10-91b0-d920f301ceee,Gironima Scaglia
24103,29fd3dd1-36a8-435a-bf10-e5dad69e5b68,Benedetto Lomellini,—hasMother—>,23616,5faf00eb-4891-4d7c-b3d3-99d988969347,Battina Grillo
24782,2a0f688b-17a0-4ab5-a370-c30d0bc085e0,Maria Lomellini,—hasMother—>,23036,6694b635-2ab0-452c-8619-4e84efe2ae7f,Odina —
24889,2a2a2088-37eb-4555-9f5b-55ab984b312c,Niccolò Lomellini,—hasMother—>,25375,323f177a-2bf3-4c86-9120-fd883f493288,Teodora di Negro
24568,2a50035a-6a23-49f1-8b8e-30e54373cd91,Gironima Lomellini,—hasMother—>,24775,abf07818-22b2-4d57-a13f-076430f3595c,Maria Lomellini
24440,2a580649-dae7-4562-b89f-522b43d4acb2,Ginevra Lomellini,—hasMother—>,25330,7e015b39-5bcd-4693-bf4c-c3d9ea2ccb32,Susanna de Marini
24576,2ac7882e-f240-40ea-8bcd-4550fa9746fc,Gironima Lomellini,—hasMother—>,23579,2fc6f5fb-23dc-4b1d-9eb4-46701fbdd8ff,Pellegra Gentile Pignoli
25012,2b070413-b201-4395-ae48-0e99576456cd,Pier Francesco Lomellini,—hasMother—>,23241,2463926e-01d9-41f5-9aa2-87f0f1b4ee55,Battina Centurione Oltramarini
23972,2bef7b36-045e-45be-93fb-dab6950a4f24,Antonio Lomellini,—hasMother—>,25616,70a0c597-9362-41a7-968f-0a45ae1ba4fe,Battina Spinola
24343,2c6032f9-eadf-4c82-ad4a-cb43c29fe057,Francesco Lomellini,—hasMother—>,25733,2326e60d-58ba-4909-9ccf-33de96600f47,Luigia Spinola
24153,2c9d4338-b4c4-4e96-a049-818a61e32acf,Camilla Lomellini,—hasMother—>,25733,2326e60d-58ba-4909-9ccf-33de96600f47,Luigia Spinola
25022,2cc1be33-1085-403c-b90f-b19e3907c8b4,Pietrino Lomellini,—hasMother—>,23018,3e99b304-3f0c-42bf-a7fc-09ca188b36a4,Giulia —
23875,2ccd7242-6b53-4e86-81a8-0185bff88f6a,Agnese Lomellini,—hasMother—>,23344,e99871d8-2e70-4f66-bfdf-1c87358809c3,Bartolommea Doria
24037,2d00a10b-a19a-4e34-bfd2-5a24c0eb617f,Bartolommeo Lomellini,—hasMother—>,25683,887e8d98-5502-45d6-989d-7df50eb8afed,Giovanna Spinola
24416,2d1a53dc-8521-4b3e-a3c3-49336b514cad,Giacomo Lomellini,—hasMother—>,23520,31015488-0162-4567-8ffe-eaa17717055d,Sobrana Garibaldi
24517,2d23f906-d675-460b-ac5d-780234c26035,Giovanni Lomellini,—hasMother—>,23043,c2ea2eda-53d4-47c4-a4f1-5b54e6a89073,Richelda —
24762,2d41530a-5cc7-4898-85e9-67e7d3c513f3,Margaritta Lomellini,—hasMother—>,25403,a45f0c5c-ba57-4e1b-b84e-ebada88b70b3,Bartolommea Oliva
25207,2d5888c2-c949-485f-8725-2382f77b8cea,Violante Lomellini,—hasMother—>,23295,bc572ea1-6a18-4e9d-8d87-a60bca6c9d09,Niccoletta Cicala
24059,2dc218e8-1013-455b-bd76-27608d72be07,Battina Lomellini,—hasMother—>,23407,c1b002f5-46e6-4d49-a0af-d7645734d4e5,Luigia Doria
24260,2dcb5421-0e55-4a7b-9ba3-072fabcf73a4,Despina Lomellini,—hasMother—>,25285,cd7b1554-f53c-4395-b14f-a36688425865,Aranetta de Marini
24410,2e2199a0-5895-44b4-a7dd-5a3f9c08c4a3,Giacomo Lomellini,—hasMother—>,25558,73c97f05-6b14-44ee-a6df-b5cc56696fc8,Bastiana Sauli
23964,2e24f42b-da3e-4ee5-8425-96e0059dd89b,Antonio Lomellini,—hasMother—>,23252,8019c711-b480-4f6f-92db-300acc35fa89,Franca Centurione Oltramarini
24451,2e36b9a5-1e52-4342-94ca-475cb8517bc4,Giorgio Lomellini,—hasMother—>,23610,62db3d53-61a8-440b-9acc-8758eaa0396e,Valerana Giustiniani Longhi
25086,2ec9e417-761e-46ac-a3b4-6e1116f545b0,Simone Lomellini,—hasMother—>,23541,59f80a01-d3c5-46cf-9e74-734443a1a493,Caterina Gentile Pignoli
24997,2f74c39c-2089-48fb-ad37-59bd25fd1324,Pelotta Lomellini,—hasMother—>,23085,88d229a1-97e9-4e47-b698-235ea92fd8d3,Nicoletta Benegassi
24600,308921a3-6115-48ee-95f4-8afb6b75ac59,Giulio Cesare Lomellini,—hasMother—>,25414,d95b3d2b-dd50-48ce-97a8-59955adfb2bc,Barbara Pallavicini
25105,30a3ac08-5d77-4a26-b6f7-a02e734758a5,Stefania Lomellini,—hasMother—>,25293,19a2f7b3-6ad6-4bf4-8f7d-0beb7f1fabf3,Caterina de Marini
24052,30c0bfeb-f829-460f-8cc8-cbc39dd2c627,Battina Lomellini,—hasMother—>,25494,53fcbf3a-939e-4fd2-8704-1309bf49ace3,Violante Pinelli Ardimenti
24741,311e37d4-eeb4-4e63-9bc5-b719c03b1f89,Maddalena Lomellini,—hasMother—>,24462,558a5e5f-f493-4035-8017-347865c109d0,Giovanna Lomellini
24828,318b58bb-a957-4af4-bd4f-ccd7210fd9c6,Maria Lomellini,—hasMother—>,23258,287c907a-a853-4b8f-aa91-4058793dfd70,Gironima Centurione Oltramarini
24505,31f1e3b0-ecb4-46a0-81c3-a17ea5631899,Giovanni Battista Lomellini,—hasMother—>,25486,5e8f45a4-4143-4438-a5a2-fb1e2ebe4ca3,Maria Pinelli
24329,3219f00e-b96e-4210-99a0-50f2ae47a313,Francesco Lomellini,—hasMother—>,23281,9ba0e919-ffdd-4421-b987-467d2609c743,Brandolina Cibo
24933,336d52f0-ea9a-4b83-8544-c3d96bdcd955,Orietta Lomellini,—hasMother—>,23714,96077fb9-be1c-4ee2-ae71-43b14ae61ffe,Francisca de Gualtieri
24223,338f58e6-b6bf-4f6b-9ba0-9dccf5e0bc27,Claudia Lomellini,—hasMother—>,23520,31015488-0162-4567-8ffe-eaa17717055d,Sobrana Garibaldi
24484,33948222-443e-4147-967b-887c28b0939d,Giovanni Battista Lomellini,—hasMother—>,23998,5cda72c6-9956-4c54-b633-b254b7a78621,Artemisia Lomellini
24149,33cd9060-a5da-471c-b4dd-16f7ad415a3b,Brigida Lomellini,—hasMother—>,23584,7627597b-e671-4c63-bb39-7c481fffdf07,Selvagia Gentile Ricci
24323,33ffcf20-b625-456f-81fe-41ae14e34975,Franca Lomellini,—hasMother—>,25375,323f177a-2bf3-4c86-9120-fd883f493288,Teodora di Negro
24566,3499914f-6d43-4dae-ac9c-88ba83d2c677,Gironima Lomellini,—hasMother—>,23571,119035c6-45fe-4fda-90cd-660d1e31d54b,Maria Gentile Pallavicini
25153,35231246-f1f9-488c-8ba5-bed030bdefab,Teresa Lomellini,—hasMother—>,23563,33f15bd4-480b-41b7-9bd0-37a7c035f855,Maddalena Gentile Pignoli
24892,353b8a1f-6014-41e4-8b64-352258d49469,Niccolò Lomellini,—hasMother—>,25849,cc417d27-a2e1-4826-822f-29818252ac3c,Battina Vivaldi
24851,3549e65a-6403-4d6e-94e1-d8b37a66e9cc,Minetta Lomellini,—hasMother—>,23243,3c350e78-65b8-4ccf-9f14-3a04ae4a58a3,Bianca Centurione Cantelli
24409,35590e24-6450-4bcd-ab10-e38d62277bec,Giacomo Lomellini,—hasMother—>,23804,e55afa90-d4ce-475f-8f04-318f3a4e0f1f,Teodora Ittaliano Lavaggi
25131,35b56b71-4095-45ec-a0ab-240fdec702ab,Teodora Lomellini,—hasMother—>,23435,a424676d-970d-496c-b294-9bb4d8b8e46c,Pietra Doria
24287,366bfd75-4e96-4e0d-ad01-c80f928c2e0b,Eliano Lomellini,—hasMother—>,25781,bf13e400-ebde-43aa-b0a9-1c04c2e2b725,Teodora Spinola
24487,36dc8131-bdff-4ea1-927f-74b99aeaef3c,Giovanni Battista Lomellini,—hasMother—>,24806,fb04420b-cbaf-411b-9eb1-55ce9428b3c9,Maria Lomellini
24976,36efda92-18c3-45b3-9a3b-68e9f87b2d16,Pellegra Lomellini,—hasMother—>,23220,861ed6af-8c57-4d74-af3a-676cbfeeb5b5,Maria Cattaneo
24864,3709e0bf-b2f6-4ed1-8716-fbd3f4ac0d2c,Napoletano Lomellini,—hasMother—>,23610,62db3d53-61a8-440b-9acc-8758eaa0396e,Valerana Giustiniani Longhi
24125,376a5562-4174-4067-8d82-4826bb643115,Bianca Lomellini,—hasMother—>,23993,087b4932-fed1-4ef7-9500-0c8182edd1cc,Argenta Lomellini
24243,377ddb11-e368-406c-b0f2-2b3f76231969,Cristiano Lomellini,—hasMother—>,23106,314c8177-969d-4d4e-bc09-4c3e2712f468,Tommasina Boccaccio
24370,37ed2c69-eec8-4a64-8f53-3602c11496ca,Franco Lomellini,—hasMother—>,25375,323f177a-2bf3-4c86-9120-fd883f493288,Teodora di Negro
24434,37f1c1ed-2524-468d-9a40-56578e035e02,Giannotto Lomellini,—hasMother—>,25606,3918a8ed-3761-4ed7-99a2-6a3f58c999bd,Andreola Spinola
25057,3807999b-455b-4e33-9d32-9d434bb332dd,Roberto Lomellini,—hasMother—>,23021,14c007a3-fd30-40cc-b1dd-174dd9d7aef8,Isabella —
24471,386ef920-92fa-4c25-b678-24da64b45a68,Giovanni Battista Lomellini,—hasMother—>,23712,a3d49b8f-6ca2-452a-8b2a-d41a73b7abe9,Violante Grimaldi Cebà
25196,38b25735-8ffa-4f89-9679-09fcc1a54bb1,Valeria Lomellini,—hasMother—>,25293,19a2f7b3-6ad6-4bf4-8f7d-0beb7f1fabf3,Caterina de Marini
24888,38b4dcb2-86c8-4b8f-b102-53b244be27fb,Niccolò Lomellini,—hasMother—>,25293,19a2f7b3-6ad6-4bf4-8f7d-0beb7f1fabf3,Caterina de Marini
25071,3937a47a-47d8-48fd-b651-9befb4b51539,Sibilla Lomellini,—hasMother—>,23046,3871ad32-4e6c-492e-a1fd-a85d6d747343,Simona —
24232,3951b5cf-e560-4647-b7e2-68d2ac5854b9,Cosmo Lomellini,—hasMother—>,23241,2463926e-01d9-41f5-9aa2-87f0f1b4ee55,Battina Centurione Oltramarini
25181,39570d1b-82f6-4014-b203-0a948fd4079e,Tommaso Lomellini,—hasMother—>,23756,9454ae48-d7d2-409b-b57b-20abb379e900,Battina Ittaliano olim Romeo
25229,396cde63-b50e-4555-91c1-5c319a257af3,Giovanni da Lumbello,—hasMother—>,23175,f16e51dd-6f62-4887-9dfd-fb888f9c9df4,Giacoba Cartagenia
24432,39b00ef1-1505-4b85-b15e-56175bdad4f9,Giannotto Lomellini,—hasMother—>,25343,742f255d-2828-4b93-af60-671792739d3e,Pietra Maruffo
24780,39b2b41e-0803-4985-83f2-089d7df03b50,Maria Lomellini,—hasMother—>,23216,ebdf255a-0e41-4b3a-acce-2b7f95e30ce0,Lucchina Cattaneo
24435,3b0f103c-0a17-47a6-aa99-a023c510c1b3,Giannotto Lomellini,—hasMother—>,23350,22144d54-ccaf-49a6-ac3b-ab5ab57a4ea3,Battina Doria
24023,3b33f8e7-1a19-43ec-8e10-b62a92be5c2b,Bartolommea Lomellini,—hasMother—>,25885,fb808123-abc2-4af1-9e2c-713a454e8640,Violante Vivaldi
25182,3b6c70bf-ff8d-4ed6-a18f-da2e18c14b03,Tommaso Lomellini,—hasMother—>,23584,7627597b-e671-4c63-bb39-7c481fffdf07,Selvagia Gentile Ricci
24745,3b9b92b9-0d16-40cc-b85d-44219ee2f9db,Maddalena Lomellini,—hasMother—>,24199,24fc42e2-d7f1-42fa-a30b-a4fd311f1416,Catetta Lomellini
24855,3c00f2ec-7742-4653-ab75-bc07f8dca796,Moisia Lomellini,—hasMother—>,25251,fa8d78ee-ba59-49ac-9c8d-31464802242c,Andreola de Mari
24219,3c693545-d5c4-40ed-afed-b29a8eae15e1,Chiara Lomellini,—hasMother—>,23550,41f345aa-74bb-4d45-8bbf-fe9c2befe716,Giacoba Gentile
24664,3cd8a9f4-8cd5-4773-b11b-8f0e2fe5da3c,Leonello Lomellini,—hasMother—>,23656,5aba82b9-b3fc-423a-9179-fb52995e7a30,Battina Grimaldi Oliva
24094,3ceb3986-5aad-4cd0-b607-07e3f335aef3,Benedetto Lomellini,—hasMother—>,25745,147aeaa3-8e9d-4486-a097-098dff9f624a,Niccoletta Spinola
24418,3d04afc5-cfff-4714-ac72-f99889b1035c,Giacomo Lomellini,—hasMother—>,25734,222b0cb2-5158-4d63-b625-7873f9a2c7ab,Maddalena Spinola
23946,3d3bd756-f08f-4958-b349-e1cf6ef4e53a,Angelo Lomellini,—hasMother—>,24937,7bae2620-0b9a-405d-8257-566c1600edfa,Orietta Lomellini
25097,3d757e85-1a84-4256-b058-4c0b8a7cc21c,Sobrana Lomellini,—hasMother—>,23629,7b14e228-ae72-426e-968e-4b0838562569,Isabella Grillo
24071,3d758821-0ec2-4690-85ff-17af0d014510,Battista Lomellini,—hasMother—>,23559,78655b92-5326-487f-ad2b-e8614fb6def8,Isabella Gentile Pignoli
24630,3e3a05f9-33f7-42cd-b505-8ebf511014f8,Innocente Lomellini,—hasMother—>,23407,c1b002f5-46e6-4d49-a0af-d7645734d4e5,Luigia Doria
23890,3e5f9e0d-849a-4687-8431-37e24a383491,Agostino Lomellini,—hasMother—>,25370,8b96c638-79de-44a6-b0c6-cd3576b25630,Maria di Negro
24093,3ed5c4c9-704c-4def-bfec-5ceb91b21746,Benedetto Lomellini,—hasMother—>,23535,5ed3ead9-872a-49a6-9798-9eb4797dde4f,Battina Gentile Ricci
24267,3f2039d9-b591-4fec-99ca-801e807d3c03,Domenico Lomellini,—hasMother—>,25545,0cc98a14-d151-4683-8e2a-808cc9fb02a0,Maria Salvago Nepitelli
25020,3f5b8893-b3fd-44cc-9107-aa6722b4815e,Pietra Lomellini,—hasMother—>,25616,70a0c597-9362-41a7-968f-0a45ae1ba4fe,Battina Spinola
24087,3f5db476-2a1c-484e-9861-c11f0af70c1b,Benedetto Lomellini,—hasMother—>,23994,8d49c1e6-14f0-41c7-92b9-4d03f8d4aef1,Argenta Lomellini
24918,3fa24407-475e-4809-8f45-439cdbe57b7d,Oberto Lomellini,—hasMother—>,23001,f10b1446-eda1-4eb8-8443-7c1cef76d2b8,Attilia —
24226,3fbf27a0-952d-46ee-8414-2c62dcd49caa,Corrado Lomellini,—hasMother—>,23029,e78beb8e-6df8-4f09-888d-a952742368a8,Margaritta —
24004,3ffd373e-a330-43e4-95ad-2774fdde6d12,Baldassare Lomellini,—hasMother—>,23435,a424676d-970d-496c-b294-9bb4d8b8e46c,Pietra Doria
24525,40223876-8612-4d05-9202-296385ff12e7,Giovanni Lomellini,—hasMother—>,23106,314c8177-969d-4d4e-bc09-4c3e2712f468,Tommasina Boccaccio
24560,402f3aa5-3477-4bad-8409-95c5a7ba5c66,Girolamo Lomellini,—hasMother—>,23085,88d229a1-97e9-4e47-b698-235ea92fd8d3,Nicoletta Benegassi
25060,4044c302-044a-443d-9a83-6f3585e26f65,Sebastiano Lomellini,—hasMother—>,25170,8f48bf00-491a-411e-9db5-80f02f9d552c,Tommasina Lomellini
24374,4088b982-a9d1-4ea0-801c-54c64e9639e2,Francolina Lomellini,—hasMother—>,23041,635037b9-8368-4fbf-9f25-244324d656d3,Pietra —
25119,408b8a6f-294a-4a8e-af57-b703794f17ca,Susanna Lomellini,—hasMother—>,24284,a4a637bd-b46a-43ac-82e5-3a7eedb8bc72,Eliana Lomellini
25013,40c174c0-f989-42bc-855a-6579e47215f5,Pier Francesco Lomellini,—hasMother—>,24141,a4ba824e-39d1-420f-ad1c-07e0b535d9a2,Brigida Lomellini
24341,410cc170-cc8f-4fd9-8ab4-5339ecc8a9f7,Francesco Lomellini,—hasMother—>,23115,18125c40-754a-44ef-a29e-a98fa60d7e79,Maddalena Brignole
24628,41106458-086f-4562-9932-97b27fd380f5,Imperiale Lomellini,—hasMother—>,23834,8eb1cf8b-3941-4dc4-9746-67aa54e99ced,Franca Lercari
24081,41237308-3c20-4679-a02f-ba03b6038244,Benedetta Lomellini,—hasMother—>,23671,6477fe20-a1f6-4256-9d78-8b5403e8227e,Francisca Grimaldi Oliva
24901,412a87d4-79bd-4d0b-b317-765814724681,Niccolosio Lomellini,—hasMother—>,25417,2f63dc1c-c2c6-4087-a494-0f42e66da7d1,Chiara Pallavicini
23934,41384172-e91f-4462-ac12-20b91890a9d4,Andreolo Lomellini,—hasMother—>,25292,317196c2-6588-451d-9b0a-3678dd1fa08b,Caterina de Marini
24534,413d03f2-0dfb-49a7-b641-4839151643e5,Giovanni Lomellini,—hasMother—>,24050,25042291-c1e5-4952-84d6-ff8c9368173c,Battina Lomellini
24818,41a4d8a5-8419-4f0f-8787-a42d154c573b,Maria Lomellini,—hasMother—>,25606,3918a8ed-3761-4ed7-99a2-6a3f58c999bd,Andreola Spinola
24524,41ba22e7-2c8c-4e18-984e-46d4d8ba0f88,Giovanni Lomellini,—hasMother—>,25290,f2f24b15-3464-4d2d-984b-c9c30a72f8ba,Bianca de Marini
24212,420ef2a1-5b44-4719-8c31-68e3c971cd40,Chiara Lomellini,—hasMother—>,23994,8d49c1e6-14f0-41c7-92b9-4d03f8d4aef1,Argenta Lomellini
24908,4215c9ee-97e1-42bf-9111-5d061ce64770,Nicolosio Lomellini,—hasMother—>,23700,ecfde847-a327-48ab-bc8e-cd982b22fd80,Nicoletta Grimaldi Cebà
24419,425b1847-9213-4834-a447-ac07f739488b,Giacomo Lomellini,—hasMother—>,23563,33f15bd4-480b-41b7-9bd0-37a7c035f855,Maddalena Gentile Pignoli
24602,42831905-0824-415b-990b-ec1743169066,Giuseppe Lomellini,—hasMother—>,23115,18125c40-754a-44ef-a29e-a98fa60d7e79,Maddalena Brignole
24637,4287041b-7b02-4ea7-bc9d-14fef6c012c7,Isabella Lomellini,—hasMother—>,25808,a60cb05d-b2af-4e1a-9ca0-8d19e870e0e4,Margaritta Torre
