cidoc-crm:P143_joined,targetID,edgeHusband,omeka-SRCID,cidoc-crm:P149_is_identified_by,targetName
24646,72d211a6-2e45-42e4-aa97-e9cf2b875908,—marriedTo—>,23280,ec732cd8-dfa3-4de0-9a05-366c78eb5717,
25104,72d841ed-5d5b-4b39-adff-6b221e8a6475,—marriedTo—>,23439,89fbfe19-b532-43d9-848b-08fbe53c7897,
24101,73612254-46a3-4eb7-8917-a5bd03260f06,—marriedTo—>,23017,30d92a95-c6d1-4c56-876c-7c0cc1dd6b44,
24614,73f8e431-167c-4b3f-9a30-cd2ea7f32391,—marriedTo—>,25870,df6a75ae-5490-49cd-a929-45cb577a7ec0,
25692,743179ad-95d3-44e5-bfff-34d7041f1f24,—marriedTo—>,25168,1abca802-8ab9-4054-b0bb-e21256e368c8,
23738,743643bb-76ca-43a8-ad8c-8b9c161f39f3,—marriedTo—>,24353,acd329a8-5410-4b1b-96b9-e6a6dff69e15,
24877,743da6cc-b96f-4bb5-93bb-7acad119fea3,—marriedTo—>,25886,6c2954fc-6036-41f9-a6b2-695a09aae30a,
25185,75450f9d-4522-4498-bb62-e0e2b83d75dc,—marriedTo—>,25376,e1df58fa-6baf-4a22-b2c4-464fe8721fa4,
25185,75450f9d-4522-4498-bb62-e0e2b83d75dc,—marriedTo—>,25582,6d0607ed-42bd-4440-902d-9d2d653d8ad8,
24595,754894f5-af4a-4f39-b0fb-fa7c546207e3,—marriedTo—>,23133,6db335df-3f6c-4d43-b95b-ae7c96ad318e,
23236,75cd7e68-7bfb-4f1f-9c5b-ad4f3a8cc5fb,—marriedTo—>,24042,08006309-e45d-4d53-863b-3f706de92d8f,
24157,7603d0e5-53f1-4b11-ba9a-07db0a9d5d38,—marriedTo—>,25076,c3421ea6-a506-40c5-a394-03b0110ee818,
23053,76314e7b-cd33-4cb9-aedb-ac9ebbb24109,—marriedTo—>,23501,60f9081b-6aaf-4ae9-9ad3-8cfb07cbea23,
25646,7633b801-368c-4191-94c7-e1bbb0581d10,—marriedTo—>,24213,af580dcf-5ba2-4589-b94c-9793e0b447be,
25300,768ec8b6-b57d-4ccd-aef6-a46f6a2a4089,—marriedTo—>,24813,f180161d-4c92-4734-b9df-d1433d3fbda0,
25189,76dc5b66-25d5-4e8d-889d-54c75f9fe3e2,—marriedTo—>,23008,0e2a5eee-e886-403c-b18d-a4724e40785b,
25189,76dc5b66-25d5-4e8d-889d-54c75f9fe3e2,—marriedTo—>,23027,97604369-9666-41dc-b275-11340c367983,
23625,7710b137-9c66-4c4a-95cb-09b724bdc483,—marriedTo—>,24322,53996d2c-a934-476e-9fc2-612049f21607,
25194,7774339c-af18-4272-8cd4-c1aa3f4939de,—marriedTo—>,23044,1bed15d1-5660-49e9-871c-a6eede394725,
25529,778567e6-f775-4707-af2b-b12f5c8cc8bb,—marriedTo—>,24438,4955f61d-a913-452a-b92e-6883456555bd,
23062,7803028c-2db4-440f-9fb4-a546b0ec4a2b,—marriedTo—>,25150,0abb72e3-1f30-40a9-8524-be66889b4683,
25609,789b6446-ef91-47ac-8eb2-39f82421fa28,—marriedTo—>,24582,cbc27c1c-0a84-4de3-9b70-7158f08c88c0,
23739,78daad2b-15cc-4b6e-89f9-37489bc38d01,—marriedTo—>,24152,a06a606d-082a-4ff6-b370-b6bcdbdfb35d,
23270,78e8eb9b-830f-4e79-a34a-6dcaaf732b57,—marriedTo—>,24192,00f58443-7d4d-42a4-8028-087af08771d7,
25553,78fb7f7f-680a-412a-a735-9d3581c2e9d4,—marriedTo—>,24151,e4b7f57a-6f04-4c66-8bd1-de4416f58f7d,
23078,793b2b66-4cf5-402c-889b-ff233bb6d546,—marriedTo—>,23897,b89ca634-e70a-40a9-99a6-0f44675e5d76,
24062,79c43af4-a822-4c36-9308-7aacd5e7cdec,—marriedTo—>,23978,d3b167dc-1856-4de1-a4f9-46bd5a876565,
24292,79d124aa-489f-4a8c-b3ea-84a02cd3ddc9,—marriedTo—>,23152,4c553284-883a-4899-b7e8-2f5a1599f61e,
25476,79d8b570-54f1-4c10-8464-cf2593f2b60a,—marriedTo—>,24725,7a0b619b-062e-4510-982f-754d5095d440,
24161,7a4d02a0-0bed-448e-8e60-c6ff0f8bf7d3,—marriedTo—>,23115,18125c40-754a-44ef-a29e-a98fa60d7e79,
24134,7af52484-e9e1-4d96-a5b4-fa219186c06c,—marriedTo—>,25794,250aad66-fc1b-44fe-9553-c5df1d21a808,
24663,7b420cef-7ce8-487c-853c-d855b0b65122,—marriedTo—>,23435,a424676d-970d-496c-b294-9bb4d8b8e46c,
25869,7b45aaf2-a186-4ca5-a5ae-cbe41556f94f,—marriedTo—>,23363,a9b9a97b-066c-4f41-a674-524c42e5c8fc,
25102,7b909895-ccc0-44b3-b3f8-16155d7feabb,—marriedTo—>,25330,7e015b39-5bcd-4693-bf4c-c3d9ea2ccb32,
23889,7bc172b6-8b9d-495a-a19f-e5059d5f4a2b,—marriedTo—>,23068,c9cd3a09-dd07-43da-8a2a-8d0c680162e8,
23914,7bcd861a-b348-49de-aa25-dcad1e172891,—marriedTo—>,24126,b0f83553-df80-472d-bd62-c5c2dfe14ece,
24299,7be78681-dba3-4771-9c7c-48207d7168d0,—marriedTo—>,25487,62d98c61-b3eb-42d8-b88b-fa15505da08a,
24227,7c08fbfe-e762-419a-b1e1-406d16216421,—marriedTo—>,25343,742f255d-2828-4b93-af60-671792739d3e,
25314,7c23f53e-93de-44b1-89f6-5acce49bd637,—marriedTo—>,24403,9ae5751e-9f1f-4d97-bfae-beaf90b50ba4,
24383,7c74cf7d-88d9-4095-a47f-a60b767eb821,—marriedTo—>,24193,21c3189a-7ea5-45d1-be7b-6cb1de96eb1f,
23139,7cbc198a-d5d8-4011-9d2d-608780460810,—marriedTo—>,24910,7d97a383-675d-4cc9-87e7-188c5788d881,
24336,7d7b2135-3d0a-4070-92b5-bfbb852804b1,—marriedTo—>,23253,fa7dd5dc-71fe-4ff2-b300-063ce827afa6,
24849,7db2ea3e-31b5-4781-9fc6-b1b7e54b34c6,—marriedTo—>,24734,6d1070e9-f9ea-47fe-9a9e-dbcbd9b2c172,
25475,7e5f3640-712b-4ff1-951b-027f72aa2e90,—marriedTo—>,24748,b4a18ab3-2615-48ac-ac44-6a80d7ee72b2,
24252,7f9d68e1-af44-4684-968f-fbd82723587e,—marriedTo—>,23596,1ee8f425-cb0e-4dae-8deb-39b34bbaeb9d,
25720,7ff8a697-773c-494f-bd43-e7de4653e7d6,—marriedTo—>,24575,0f79d385-04b1-407b-8620-49965f384124,
23910,806a9714-8c3e-4396-a356-9cea0ff9c8fe,—marriedTo—>,25486,48d56d19-d1c7-480c-a99c-22021d8b4dbc,
23910,806a9714-8c3e-4396-a356-9cea0ff9c8fe,—marriedTo—>,24066,5e8f45a4-4143-4438-a5a2-fb1e2ebe4ca3,
24421,8153b173-e170-4073-858d-6bff489e96bb,—marriedTo—>,23503,134035b1-8543-44e6-b26e-65a78078b0f5,
23836,818d86dc-98fe-4448-87c6-0b8d972a2c01,—marriedTo—>,25161,8dc05bd3-99a6-4f1a-bf43-8b3bb8a681ca,
23873,81e1abae-278f-4c5c-9290-a26d4f9f02ec,—marriedTo—>,23570,59d1b1b1-a6fb-4588-a0a9-12262cc27273,
23873,81e1abae-278f-4c5c-9290-a26d4f9f02ec,—marriedTo—>,25824,9eeeee1e-934a-4f82-b022-f57e962c9d0f,
23642,82414210-aff5-4c5d-977e-74eeee5df3ae,—marriedTo—>,25073,a1e0096c-da2a-47e8-9439-6dfa8c7446f0,
25844,8268a92d-a2fe-4a86-b979-c44c86d36a22,—marriedTo—>,24616,fe812b86-8110-42b9-870f-758b06ec3609,
24747,829cf100-dd8d-42d1-bce3-179a2cf67b4e,—marriedTo—>,23720,bfa7bdac-96cc-49b5-8b05-a718f18aaaf2,
23539,837dc9a4-6bd8-441c-ae07-04c086748bbf,—marriedTo—>,24809,acc4e353-4693-4dd9-8570-d34b77df69d2,
23555,838369e7-9658-40c9-9bca-1d03bfc9e2f2,—marriedTo—>,25006,a56c4477-9344-46d3-9561-43a8f2673e08,
23119,83bdaff2-959b-4680-8384-b1ca5166c9c3,—marriedTo—>,25140,f621ea21-f423-4046-aa9a-2d2b0eb0e1b4,
24074,8428ead4-29e9-4a64-9128-e0f58c165c08,—marriedTo—>,24191,b14cdde7-ae80-4f80-8512-cf9047b1d655,
24074,8428ead4-29e9-4a64-9128-e0f58c165c08,—marriedTo—>,23407,c1b002f5-46e6-4d49-a0af-d7645734d4e5,
24399,8444dccc-0a5e-4422-94f5-ece4f920a53e,—marriedTo—>,25381,6af85ecd-4da7-4c38-a572-21734095a4d4,
24399,8444dccc-0a5e-4422-94f5-ece4f920a53e,—marriedTo—>,25770,5f4bb0a9-b4e1-4a38-bc23-7c3d0e97c2e4,
23509,84bda200-458e-4afe-8cf4-b1853d8209b0,—marriedTo—>,23767,5e811c9a-7888-4446-b6ce-066bef31b8a9,Clara Ittaliano
24073,8517f0dc-9505-4f1a-a190-1d563b1490ae,—marriedTo—>,23295,bc572ea1-6a18-4e9d-8d87-a60bca6c9d09,
24073,8517f0dc-9505-4f1a-a190-1d563b1490ae,—marriedTo—>,25493,b6697345-3915-49f2-9c5a-bd4a38aa7db3,
25604,85c15da4-04b0-4115-908d-ce61f0d357a3,—marriedTo—>,23792,21688365-78db-42a6-9232-136cc6aec632,
24518,85fc6088-6821-427d-83aa-a567baada59d,—marriedTo—>,25462,dc82fb86-7c03-4512-89e9-0bb2867ce554,
25723,86334f26-9810-4710-b129-3294fbc5b182,—marriedTo—>,25017,e25d52ea-f7c1-4189-bee0-6d014b74fd0a,
24430,86ec3565-50b7-4a3e-bcf6-4c1d0394ac11,—marriedTo—>,23023,feb86792-edd8-4feb-8d5f-d5a42fcdfbae,
23751,8828edf3-6b30-416f-9a34-3ebd521d2842,—marriedTo—>,23446,528b2978-1c6f-4419-be89-03ffeeecc00d,
24349,889bc9bf-233e-42bc-8468-8d06f6386be8,—marriedTo—>,23362,e9f51e2c-0eb5-4f17-ab0c-4f3b538d31da,
24349,889bc9bf-233e-42bc-8468-8d06f6386be8,—marriedTo—>,23735,ae638262-077d-41f9-b44b-b3d7c3531455,
23421,88f31b63-d8a6-4bf5-8c7d-dc6a23b3ed3f,—marriedTo—>,24152,a06a606d-082a-4ff6-b370-b6bcdbdfb35d,
25383,88fa7343-7981-4b48-ab9a-75489774243a,—marriedTo—>,24983,cd59bec4-5e26-447b-88f8-724cd5fd400f,
23844,893fc9a2-183f-44c3-8a85-7a6dc107ebcb,—marriedTo—>,24670,ace1d784-b84a-419b-9edc-d50fe6ffae71,
23079,898855ec-9c58-4b5d-8342-4636f2e3c53f,—marriedTo—>,24682,0778c911-941e-4b4c-88d7-11111e7e9fd2,
23494,8a6d3cd8-8257-4a56-a52d-ea5840bd55d4,—marriedTo—>,24814,ad908628-1a22-42a0-bd59-4e20eb4be341,
23686,8ae3fdd8-fa2c-463e-b393-0e8034be91e4,—marriedTo—>,24771,8d9a6a6b-ee6c-460c-8f3e-5c715c49701d,
25505,8b1ecc9a-42f3-4601-8b88-5b1ae1a69672,—marriedTo—>,24046,c92c1c7e-3fae-4a19-8874-bc42e5021d45,
25694,8b5ae2b6-8d3f-4ed1-805b-519cd21c726e,—marriedTo—>,24053,ebb798c6-5e1f-47a6-83a8-beb48119348a,
23721,8b83510e-ce6d-406a-b3cb-44838754f6db,—marriedTo—>,24769,b0592a8d-5cc7-455d-a742-f9a4427192e9,
25647,8c7b9c1d-e4bd-492d-ba2d-4bf5a6a8e2b3,—marriedTo—>,23947,ca2269ee-d4fd-430a-9b7b-6cd64ae2d8c7,
25762,8c91c9a5-7b4c-41b8-82e1-27dcba958e2a,—marriedTo—>,24815,07403880-8cb0-4fc8-b080-732c67b3f1ae,
24488,8c96a592-da6a-4285-8f4a-c6f9270cf3e4,—marriedTo—>,24462,558a5e5f-f493-4035-8017-347865c109d0,
25430,8cc279b4-91aa-408d-9d4b-295e74527a16,—marriedTo—>,24217,ca4c3037-c07c-414f-a7ca-d1c8ce6a26db,
24954,8ced19aa-bae2-417d-a6ef-b54efc2bcc20,—marriedTo—>,25170,8f48bf00-491a-411e-9db5-80f02f9d552c,
23887,8dc6ac24-99f7-45cd-90e0-e68162c3afff,—marriedTo—>,24574,1e792ee6-6c78-4a1d-8313-d81bacd4ec9f,
24537,8df533e2-1ca5-4f8d-88ab-5dfd96782dd0,—marriedTo—>,23490,0312daf0-c71b-4ef3-b229-b43aadbf5751,
24537,8df533e2-1ca5-4f8d-88ab-5dfd96782dd0,—marriedTo—>,25583,32c0690e-f467-4c3d-a20f-2058ac3e7df5,
25385,8e5662a3-4115-432c-8c57-228e98860d6a,—marriedTo—>,24562,17f48bbd-f42d-4741-bff2-9907da8a209d,
24511,8ec6c3c8-3818-481d-bac6-8101e0ce7898,—marriedTo—>,23430,e37d6607-a9bb-4929-9185-c247075f8747,
25748,8ec82e9d-44f4-438d-aeb0-a461628ab110,—marriedTo—>,24194,ea52819c-ec6f-4d10-b725-5d697aa85f2e,
25686,8ee7832e-80de-46cb-a053-2f5dc3ad9505,—marriedTo—>,24738,8dd77db0-bd4c-4b7a-adae-6cf572a35732,
25085,8f55493a-9c00-4c0f-aa27-ac542ed6849d,—marriedTo—>,23018,3e99b304-3f0c-42bf-a7fc-09ca188b36a4,
25712,8fb17536-d9b9-40a8-b422-cb67d58b68a3,—marriedTo—>,25067,7a213d84-b1c1-4965-8ae0-cfaa71ba5d3d,
23544,8ff4c3cf-5569-4436-8dba-6dbe459af02b,—marriedTo—>,24975,a24b279f-dd17-4839-b7af-b4eab4e0268f,
23397,9019ad2b-ef2c-4cf3-89e6-2a98a650c53b,—marriedTo—>,23794,82a86d39-6fc9-433f-80b0-c0f7302d50c2,
25665,9076bf2f-483d-465f-a66e-23c37146fdaa,—marriedTo—>,24666,798146e0-4c98-4d5b-ab93-cec1807fb53f,
23145,914e364b-7f64-48e1-8368-4dacbc0e8c1c,—marriedTo—>,24989,88155e01-e362-47bd-91be-c69828b2902e,
23474,916414fe-13f3-464b-8dc7-f65df0c63783,—marriedTo—>,24182,0aee8b82-a17d-4b94-815f-dd2765f01fd8,
23316,917f6ee5-95a5-4f6d-919b-b545642a7795,—marriedTo—>,25064,a4b58e22-93e0-418d-8c2f-ee571d4bf23a,
23202,9182c3eb-fb0b-4aca-9438-cecaa77cf931,—marriedTo—>,24360,ff3df7b5-82b1-4e0d-ac2f-06778f99e622,
24561,91840a57-c80a-4d7d-bf57-0e6c037b5ac6,—marriedTo—>,23433,4dcef1af-1870-4bcb-a7a7-a2ff77c47c53,
25053,928525e5-a798-4ad6-8701-e3f1de7c2332,—marriedTo—>,25278,af699fe8-e7a7-42eb-8e73-687861653d6a,
25053,928525e5-a798-4ad6-8701-e3f1de7c2332,—marriedTo—>,25145,0efc2e69-eb99-42ae-b1bc-87673778999a,
25455,928609b5-4fb8-485f-a2f6-225844ec0054,—marriedTo—>,24061,b2183897-b695-4160-b458-7dd7f980f70d,
25522,929e530b-6322-4fc6-a7a0-45ce925a7a57,—marriedTo—>,24288,4db58465-d4d2-4d93-9525-8d2b481998dc,
25728,92aca850-ae0f-4209-88cb-7c82faf63c5b,—marriedTo—>,24125,376a5562-4174-4067-8d82-4826bb643115,
23644,9317150d-5905-4588-99a5-62293544c1a4,—marriedTo—>,25092,ef9297e8-97ee-452e-abdd-26b8d2d39e64,
23982,93edd262-93c2-4d53-a5c4-d018fb2c97bc,—marriedTo—>,23213,49c4575f-e408-4f41-8c83-a240c7ba8089,
23189,947346da-62ba-481f-863c-b10a217f63a8,—marriedTo—>,23989,628cbee7-f487-41c8-83a9-b4993f5bf78e,
24241,94a3b295-4321-4860-986e-6c9af1cbf5cf,—marriedTo—>,23593,84c419fc-be6c-40bf-8cc7-b7e1acb8a06d,
24170,94ecf1a4-2535-4f47-b415-6c8a8d791652,—marriedTo—>,23031,97076705-7c38-4757-930e-c625c7ec6d53,
24598,956526ad-9140-425c-9474-9e0f0d2401ed,—marriedTo—>,24141,a4ba824e-39d1-420f-ad1c-07e0b535d9a2,
24531,957ccd19-8136-41a8-9da6-2893e715ee22,—marriedTo—>,23559,78655b92-5326-487f-ad2b-e8614fb6def8,
23876,958a9811-de13-497d-a58a-90cdb3a5dc8f,—marriedTo—>,23532,7db4cd87-c299-40dc-903b-14fa4f138fe1,
25703,95bd80c6-c86b-45d4-94da-be7b1426b15a,—marriedTo—>,24583,f12f21cd-30f5-4251-bf29-4c1c45a3e840,
25258,95e7f149-02fe-4953-a9bb-fb4386fb3119,—marriedTo—>,24669,664be104-4263-44d6-8dbd-4f782f044e88,
25688,964c1c35-12ea-45c8-abe4-9fcea0d9b98e,—marriedTo—>,24762,2d41530a-5cc7-4898-85e9-67e7d3c513f3,
25691,965f9604-643c-4395-9667-3875bce095cf,—marriedTo—>,23802,f38a7b1a-7f2b-49e1-abd9-7e1cd3594b33,
25373,96b87f52-d3c6-4745-a32f-a052794ba87c,—marriedTo—>,23569,9ab3f2f7-2ce4-4391-a910-b52ec71d56ca,
24972,97065acd-5b1e-4f36-9d8f-326cd4369bce,—marriedTo—>,25543,b6c53182-f1e5-4917-9f70-dfd0d9b0fd74,
23926,9796d888-3274-4d95-95e6-e759b0fd96fe,—marriedTo—>,25759,401f12d5-1d18-4b36-9628-cc5417dd538f,
23373,982a1312-8a32-488f-b68b-2b852b41081a,—marriedTo—>,24392,54bcf6d9-a6b6-46a1-af7d-d9cb7b33343e,
24689,99723168-92cf-4e13-9e24-1ed37a09f8bc,—marriedTo—>,25241,6f2a7a97-912a-42f0-958f-3b6a14280836,
23621,9974f2b4-ee59-4d77-a9a3-9dcddb727a18,—marriedTo—>,23099,ae9e343b-54f8-418d-9ec9-bae0b3396918,
24624,9a32a1b2-4b9b-437c-98cc-5f443baa3552,—marriedTo—>,25680,31af271d-9797-4a67-94ec-54c4d823f77c,
23056,9acf8f2f-4edb-4d5f-b5fd-7ae7a739b8a7,—marriedTo—>,24905,4dae8d38-d0d9-4794-ab07-afec97c895d1,
24501,9ad626d2-f9eb-48e5-a6ea-8d4ce6b34f4a,—marriedTo—>,25448,8743c407-a48f-4fba-9df4-2d41dc4fddc1,
25425,9b19da58-e7b6-45c7-885d-4ccdc1a41dcb,—marriedTo—>,24569,caa7ccc9-fa87-4a2c-be0c-f9c39949ad19,
23576,9b4faa71-70c3-4126-92d7-44a081b26267,—marriedTo—>,24830,cf30212f-ab96-4b6f-b51d-90bf5621f59e,
24234,9b855add-a4bb-4db6-b96c-1b3225677e79,—marriedTo—>,25738,8bff2fda-fcd5-4bee-bdad-a970c5897828,
23196,9b8676d4-8c19-4f5c-8595-fbb84d3fddd8,—marriedTo—>,24852,5dd95f6d-7d22-4000-885f-541e8afccf1e,
23838,9be3d670-13b8-4362-8300-fb88d629fa63,—marriedTo—>,24083,aa2509e8-f8be-4ad0-8946-c3c06b0c1b6b,
25240,9c5f2748-e727-4fbb-9a60-024a06e65536,—marriedTo—>,24368,8f86db83-411c-4da5-ab72-806f39da5f73,
23228,9ca23542-7f45-47a9-af71-835d3864af34,—marriedTo—>,24325,e761730f-60cf-4059-883b-b45b1553551d,
25413,9cc2417b-b68c-4dd9-8115-fbb36ae98427,—marriedTo—>,25152,ad0f982b-1820-4298-bb44-289a6093069c,
23916,9ceecfb5-45fe-4624-98de-111417fe6d65,—marriedTo—>,23258,287c907a-a853-4b8f-aa91-4058793dfd70,
23095,9cf5fe25-b462-49d7-8df8-961c69a89bd4,—marriedTo—>,23783,a2b3ccc7-4663-4e76-8ec7-bc59c769ab4e,
23237,9cfa22d9-2ef0-4890-b984-17c336f96a1e,—marriedTo—>,24642,658cf546-7cc9-4511-bae5-96fb4421ae1a,
24453,9d8d46c1-e752-47bc-b440-8af90344fde9,—marriedTo—>,23384,0c4cbbac-b42d-4ebc-886d-747c074eeb3b,
24868,9dac5794-89ac-4522-854b-4722ae8436cb,—marriedTo—>,23424,1e622c87-d744-4875-947d-ae142e8dd26c,
24423,9e404388-3721-462c-bd37-eeba7eb12b5c,—marriedTo—>,25570,e0a0baf0-e603-4fe9-a9d2-efdf42a50d55,
24401,9e727313-f5af-4196-abcd-ed50dd9e7f9e,—marriedTo—>,25146,832d4151-87e9-4916-b994-33080bb7b15b,
25388,9e98d76f-9628-4e0c-9813-7a667a7e4228,—marriedTo—>,24086,dbfaa35d-504e-4d21-9fbe-95b57dde5b13,
24555,9f02031a-e96d-4cac-9979-d481bcd15da2,—marriedTo—>,24939,05ab32b3-aac9-4695-85eb-80e828a596ff,
25637,9f023c66-bad5-4fb9-8487-78ababc5d07b,—marriedTo—>,24064,902243cf-9780-4d04-8fcc-40478e569ebd,
23480,9f50b534-16fc-4502-b9f3-7ee258d3fe1c,—marriedTo—>,24364,377e9b1e-495d-4786-a8b7-d2e0391a786a,
23480,9f50b534-16fc-4502-b9f3-7ee258d3fe1c,—marriedTo—>,24043,d099a72b-d763-4878-b289-d1891bc67f5f,
23469,9f64765c-778c-47ea-8dc3-dad708dfdc20,—marriedTo—>,25249,308d7858-05c1-41dc-8ec4-ccd49b7e03dd,
25186,9fb2f3e7-0751-42e5-8c2c-b53d49bc0bba,—marriedTo—>,24668,a8ec4a55-2066-48f8-bf8d-67625bfcd564,
25115,9fbb5169-a638-4dd5-a4ca-1ee1814c7163,—marriedTo—>,25655,13288196-f3e2-4ddb-ae3d-babd1e6ea971,
24551,9fde1242-17e0-4b08-9aab-cb56c107924e,—marriedTo—>,24145,d3f903cf-abbe-4282-959f-941569f55dbf,
24235,9ff8a659-e050-4e61-8d7b-8e6fe52a85b9,—marriedTo—>,23109,adf741f3-89df-4728-881a-437e5d60a83b,
24917,a0f93e14-f97d-4fac-9d1f-a1b92aa9e70c,—marriedTo—>,22996,63d5fab1-c8b3-46ba-9c1e-5c3b94731e97,
25701,a126f00c-7a10-4c50-aa24-e8a83eaea210,—marriedTo—>,24052,30c0bfeb-f829-460f-8cc8-cbc39dd2c627,
24755,a1441c85-3b60-47f5-8eef-04f6a00e788c,—marriedTo—>,25795,a49e734c-4947-4e15-bc27-276bb349c30a,
25708,a290f159-4619-4208-82ed-085eac36ddd5,—marriedTo—>,23985,9a1ad695-0719-4917-85f9-846692adf54e,
23918,a2bd8405-d129-46a4-8f98-896d3c6a0323,—marriedTo—>,23216,ebdf255a-0e41-4b3a-acce-2b7f95e30ce0,
23608,a2ca41b1-325e-4a65-8d4b-d5a71d78a24c,—marriedTo—>,24367,cdc03585-313a-4de7-a5c8-9b40e77d7913,
24411,a2d6aae8-5a58-4597-804d-5acd5d4ec13f,—marriedTo—>,25761,84105499-e502-4b4d-b2cc-ee69f6f593d1,
23261,a387cd8d-0e66-471c-bad6-adf8c50c8d90,—marriedTo—>,24641,9df10f42-18c5-4b7c-8495-19af347d39a6,
25537,a38d6b32-9319-4e09-bff5-dd61fbcc7f55,—marriedTo—>,24770,60263a82-bb52-4883-a145-0ae554e57b86,
25576,a3c27e5e-39fc-42c2-8fbf-f79e6e3c5a1b,—marriedTo—>,24223,338f58e6-b6bf-4f6b-9ba0-9dccf5e0bc27,
25112,a41e179c-2f86-4e27-bb33-133141d83183,—marriedTo—>,23730,5a2f3776-31d8-4cc6-9edf-953e19867958,
25856,a44e0912-c6f3-4dc1-84a8-442a5e9ebe7d,—marriedTo—>,24059,2dc218e8-1013-455b-bd76-27608d72be07,
23893,a473981c-5b0d-4424-8c37-246b076b5cec,—marriedTo—>,25428,d69a75c0-23f3-4ee1-be62-3aed32453797,
23893,a473981c-5b0d-4424-8c37-246b076b5cec,—marriedTo—>,25608,b7093aae-15fd-48cc-a062-8e12c1f37921,
23487,a4c587b9-eb6c-4784-9ad5-854109d52516,—marriedTo—>,25292,317196c2-6588-451d-9b0a-3678dd1fa08b,
23188,a5a160a8-32a5-4bc7-a32e-42910cd6f3b9,—marriedTo—>,24816,cc2359b7-6cb5-490e-842c-ffc0e318f45e,
25831,a5cf2b64-062f-46c5-a007-6ae571b945e5,—marriedTo—>,24740,262a36f1-1313-4c4a-b763-020da443ba37,
23198,a62b58b6-ba88-4103-bed6-1977013f16f6,—marriedTo—>,24982,668e325d-7519-4e9d-a552-a2c40aadddc4,
23037,a6545e12-744e-453d-bc9e-d0e12ec3071f,—marriedTo—>,25208,1d259eca-324c-40ad-8e77-616da2602b27,
24870,a67456e0-2c4c-4d39-af24-4852879e8272,—marriedTo—>,23545,42cc426e-300e-4134-9382-d1ceca47e00a,
24928,a6a6f702-69c5-435d-bcc1-406ba4cea69a,—marriedTo—>,25326,fa6d489e-b325-448c-9770-c32ef872fdb2,
25372,a80f0cc7-95ff-4fe8-88df-93d3a141f155,—marriedTo—>,24068,8cb0c4fb-7505-4184-b09d-bc4ab62af6b6,
24656,a8259712-7c4a-405a-87a7-d962990851ae,—marriedTo—>,24772,1368576c-70cb-4e14-aace-9e6c4ed52ef0,
23291,a869fce4-c5d4-453f-a61f-37f4355bdb00,—marriedTo—>,25848,3927b422-e327-48c6-a623-22c328595233,
23891,a8ae7faa-7784-447d-a104-2d463af3ab90,—marriedTo—>,23013,3fe160f7-90ad-462d-8a01-679ef876c0e3,
23891,a8ae7faa-7784-447d-a104-2d463af3ab90,—marriedTo—>,23074,ee2a9746-357b-4f3e-a3f0-d950e7048330,
25395,a8bdc184-4737-4600-b17e-8931d3846453,—marriedTo—>,25125,74f0000e-3ddd-49d9-ab93-31cf3877ee83,
23925,a8e13987-b871-48e8-a42b-716d328ac177,—marriedTo—>,24019,df268090-f9d7-47b0-b8d1-0ac5b00dc383,
23329,a91c926b-a618-4892-a486-a110925c993b,—marriedTo—>,23812,df74adb3-7837-41d7-bebf-e98d36012b0c,
23329,a91c926b-a618-4892-a486-a110925c993b,—marriedTo—>,23992,4dd04db7-87b3-4a6a-be9c-b9f3e5d7755b,
25406,a9ca5f5e-d51b-465d-8cda-d96e6a738dd5,—marriedTo—>,24289,6415df82-3208-4b32-81c5-e3324dd0ed04,
24202,aa6a3e5b-e96f-4a73-b9f0-f9863b197b79,—marriedTo—>,24146,c4251f93-0623-4673-b490-7542ee91340f,
25318,aaaa1dc9-8853-4239-8a37-43c9b6e8b45e,—marriedTo—>,24711,547142db-ca68-4fa9-b9d4-ac12235f1320,
23777,aaf98735-992d-4e03-8530-773da495cebe,—marriedTo—>,23365,3bf042b2-a68a-45a4-a0c0-36ccf6538c66,
23825,ab2aed0a-0a42-4179-8f87-91de668377cb,—marriedTo—>,24440,2a580649-dae7-4562-b89f-522b43d4acb2,
25644,ac75f261-6052-426c-bb80-d2aabe093136,—marriedTo—>,24045,96f031e8-2765-468d-91dd-824a06ab2acf,
23124,acc1b712-dda0-492c-9017-521498e33939,—marriedTo—>,24992,9a0d82d6-103c-46a4-bdca-1b962a79e24a,
25283,ad9a9421-30be-4561-bb35-43828fc79896,—marriedTo—>,25004,4e6befb0-c8f1-4fc3-bdda-155e0aecf1d3,
25625,adff9f8b-2a6e-4290-b9d3-b0ef9e238fc6,—marriedTo—>,24022,60b584d8-3c42-40fe-aac9-36744fbb675b,
24348,ae30dd63-e39c-49f2-a12b-ade8ae28c849,—marriedTo—>,23520,31015488-0162-4567-8ffe-eaa17717055d,
25043,ae7b4645-3c3b-4005-adaf-07c957e03bbb,—marriedTo—>,24825,d7f0b9c2-2160-49b5-960e-f22b3654709d,
23661,ae8839dc-ffee-43f1-ad1d-744b3701c50a,—marriedTo—>,24737,0b94436b-6637-4a8c-a5f7-14fa70e0b82e,
24843,ae8cf5c2-1506-42e2-a1c5-6612943b3b64,—marriedTo—>,23396,085126a8-f3c5-4e96-bc5a-f77dffbaefb3,
24102,aea1fea6-97e9-4d66-8940-54bd571d123a,—marriedTo—>,24050,25042291-c1e5-4952-84d6-ff8c9368173c,
